"measure_number","measure","financial_year","quarter","year_month","ethnicity","district","region","age","measure_type","value"
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"Southern","Te Waipounamu",NA,"Events",4547
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"Southern","Te Waipounamu",NA,"Population",352710
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"Southern","Te Waipounamu",NA,"Rate",122.7175
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"Tairāwhiti","Te Manawa Taki",NA,"Events",820
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"Tairāwhiti","Te Manawa Taki",NA,"Population",51713
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"Tairāwhiti","Te Manawa Taki",NA,"Rate",160.9797
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"Taranaki","Te Manawa Taki",NA,"Events",2196
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"Taranaki","Te Manawa Taki",NA,"Population",127177
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"Taranaki","Te Manawa Taki",NA,"Rate",157.9598
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"Waikato","Te Manawa Taki",NA,"Events",5781
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"Waikato","Te Manawa Taki",NA,"Population",448495
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"Waikato","Te Manawa Taki",NA,"Rate",125.989
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"Wairarapa","Central",NA,"Events",970
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"Wairarapa","Central",NA,"Population",50285
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"Wairarapa","Central",NA,"Rate",157.2261
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"Waitematā","Northern",NA,"Events",8806
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"Waitematā","Northern",NA,"Population",641405
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"Waitematā","Northern",NA,"Rate",145.1809
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"West Coast","Te Waipounamu",NA,"Events",788
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"West Coast","Te Waipounamu",NA,"Population",32725
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"West Coast","Te Waipounamu",NA,"Rate",184.5946
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"Whanganui","Central",NA,"Events",757
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"Whanganui","Central",NA,"Population",69245
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"Whanganui","Central",NA,"Rate",93.792
"1.3.4","SIR: Colonoscopy","2022/23","Sep","2022-09",NA,"National","National",NA,"Rate",135.3456
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Auckland","Northern",NA,"Events",4413
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Auckland","Northern",NA,"Population",497060
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Auckland","Northern",NA,"Rate",101.4853
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Bay of Plenty","Te Manawa Taki",NA,"Events",5213
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Bay of Plenty","Te Manawa Taki",NA,"Population",272550
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Bay of Plenty","Te Manawa Taki",NA,"Rate",171.2689
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Canterbury","Te Waipounamu",NA,"Events",7923
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Canterbury","Te Waipounamu",NA,"Population",591630
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Canterbury","Te Waipounamu",NA,"Rate",133.0694
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Capital, Coast and Hutt Valley","Central",NA,"Events",5870
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Capital, Coast and Hutt Valley","Central",NA,"Population",489420
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Capital, Coast and Hutt Valley","Central",NA,"Rate",128.0023
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Counties Manukau","Northern",NA,"Events",7042
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Counties Manukau","Northern",NA,"Population",606560
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Counties Manukau","Northern",NA,"Rate",141.1698
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Hawke's Bay","Central",NA,"Events",3718
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Hawke's Bay","Central",NA,"Population",182600
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Hawke's Bay","Central",NA,"Rate",186.5545
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Lakes","Te Manawa Taki",NA,"Events",1506
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Lakes","Te Manawa Taki",NA,"Population",118970
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Lakes","Te Manawa Taki",NA,"Rate",123.2983
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"MidCentral","Central",NA,"Events",2114
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"MidCentral","Central",NA,"Population",189960
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"MidCentral","Central",NA,"Rate",102.7387
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Nelson Marlborough","Te Waipounamu",NA,"Events",2497
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Nelson Marlborough","Te Waipounamu",NA,"Population",165340
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Nelson Marlborough","Te Waipounamu",NA,"Rate",122.2864
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Northland","Northern",NA,"Events",3705
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Northland","Northern",NA,"Population",200660
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Northland","Northern",NA,"Rate",157.4732
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"South Canterbury","Te Waipounamu",NA,"Events",1010
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"South Canterbury","Te Waipounamu",NA,"Population",62365
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"South Canterbury","Te Waipounamu",NA,"Rate",132.429
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Southern","Te Waipounamu",NA,"Events",4579
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Southern","Te Waipounamu",NA,"Population",353140
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Southern","Te Waipounamu",NA,"Rate",123.0858
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Tairāwhiti","Te Manawa Taki",NA,"Events",841
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Tairāwhiti","Te Manawa Taki",NA,"Population",51810
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Tairāwhiti","Te Manawa Taki",NA,"Rate",164.1679
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Taranaki","Te Manawa Taki",NA,"Events",2114
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Taranaki","Te Manawa Taki",NA,"Population",127360
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Taranaki","Te Manawa Taki",NA,"Rate",151.5799
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Waikato","Te Manawa Taki",NA,"Events",5868
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Waikato","Te Manawa Taki",NA,"Population",449590
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Waikato","Te Manawa Taki",NA,"Rate",127.442
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Wairarapa","Central",NA,"Events",971
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Wairarapa","Central",NA,"Population",50415
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Wairarapa","Central",NA,"Rate",156.2496
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Waitematā","Northern",NA,"Events",8780
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Waitematā","Northern",NA,"Population",642080
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Waitematā","Northern",NA,"Rate",144.7683
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"West Coast","Te Waipounamu",NA,"Events",826
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"West Coast","Te Waipounamu",NA,"Population",32710
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"West Coast","Te Waipounamu",NA,"Rate",193.1776
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Whanganui","Central",NA,"Events",833
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Whanganui","Central",NA,"Population",69280
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"Whanganui","Central",NA,"Rate",102.9041
"1.3.4","SIR: Colonoscopy","2022/23","Dec","2022-12",NA,"National","National",NA,"Rate",135.4866
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Auckland","Northern",NA,"Events",4582
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Auckland","Northern",NA,"Population",497865
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Auckland","Northern",NA,"Rate",105.272
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Bay of Plenty","Te Manawa Taki",NA,"Events",5584
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Bay of Plenty","Te Manawa Taki",NA,"Population",273310
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Bay of Plenty","Te Manawa Taki",NA,"Rate",182.9416
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Canterbury","Te Waipounamu",NA,"Events",8297
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Canterbury","Te Waipounamu",NA,"Population",592975
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Canterbury","Te Waipounamu",NA,"Rate",139.4401
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Capital, Coast and Hutt Valley","Central",NA,"Events",5985
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Capital, Coast and Hutt Valley","Central",NA,"Population",490115
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Capital, Coast and Hutt Valley","Central",NA,"Rate",130.5384
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Counties Manukau","Northern",NA,"Events",7406
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Counties Manukau","Northern",NA,"Population",608160
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Counties Manukau","Northern",NA,"Rate",147.4741
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Hawke's Bay","Central",NA,"Events",3593
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Hawke's Bay","Central",NA,"Population",182955
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Hawke's Bay","Central",NA,"Rate",179.7419
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Lakes","Te Manawa Taki",NA,"Events",1799
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Lakes","Te Manawa Taki",NA,"Population",119135
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Lakes","Te Manawa Taki",NA,"Rate",146.5444
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"MidCentral","Central",NA,"Events",2065
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"MidCentral","Central",NA,"Population",190175
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"MidCentral","Central",NA,"Rate",100.1385
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Nelson Marlborough","Te Waipounamu",NA,"Events",2517
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Nelson Marlborough","Te Waipounamu",NA,"Population",165640
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Nelson Marlborough","Te Waipounamu",NA,"Rate",123.2258
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Northland","Northern",NA,"Events",3860
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Northland","Northern",NA,"Population",201205
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Northland","Northern",NA,"Rate",162.6834
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"South Canterbury","Te Waipounamu",NA,"Events",1080
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"South Canterbury","Te Waipounamu",NA,"Population",62425
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"South Canterbury","Te Waipounamu",NA,"Rate",141.6582
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Southern","Te Waipounamu",NA,"Events",4365
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Southern","Te Waipounamu",NA,"Population",353705
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Southern","Te Waipounamu",NA,"Rate",117.3975
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Tairāwhiti","Te Manawa Taki",NA,"Events",768
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Tairāwhiti","Te Manawa Taki",NA,"Population",51903
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Tairāwhiti","Te Manawa Taki",NA,"Rate",148.2368
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Taranaki","Te Manawa Taki",NA,"Events",2182
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Taranaki","Te Manawa Taki",NA,"Population",127492
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Taranaki","Te Manawa Taki",NA,"Rate",156.2295
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Waikato","Te Manawa Taki",NA,"Events",5942
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Waikato","Te Manawa Taki",NA,"Population",450730
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Waikato","Te Manawa Taki",NA,"Rate",128.5667
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Wairarapa","Central",NA,"Events",1049
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Wairarapa","Central",NA,"Population",50508
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Wairarapa","Central",NA,"Rate",168.8908
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Waitematā","Northern",NA,"Events",8640
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Waitematā","Northern",NA,"Population",643285
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Waitematā","Northern",NA,"Rate",142.5669
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"West Coast","Te Waipounamu",NA,"Events",830
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"West Coast","Te Waipounamu",NA,"Population",32728
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"West Coast","Te Waipounamu",NA,"Rate",193.5663
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Whanganui","Central",NA,"Events",892
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Whanganui","Central",NA,"Population",69420
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"Whanganui","Central",NA,"Rate",109.607
"1.3.4","SIR: Colonoscopy","2022/23","Mar","2023-03",NA,"National","National",NA,"Rate",138.3419
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Auckland","Northern",NA,"Events",4977
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Auckland","Northern",NA,"Population",498670
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Auckland","Northern",NA,"Rate",114.2838
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Bay of Plenty","Te Manawa Taki",NA,"Events",5740
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Bay of Plenty","Te Manawa Taki",NA,"Population",274070
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Bay of Plenty","Te Manawa Taki",NA,"Rate",187.5705
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Canterbury","Te Waipounamu",NA,"Events",7698
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Canterbury","Te Waipounamu",NA,"Population",594320
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Canterbury","Te Waipounamu",NA,"Rate",129.5469
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Capital, Coast and Hutt Valley","Central",NA,"Events",5996
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Capital, Coast and Hutt Valley","Central",NA,"Population",490810
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Capital, Coast and Hutt Valley","Central",NA,"Rate",130.8892
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Counties Manukau","Northern",NA,"Events",7396
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Counties Manukau","Northern",NA,"Population",609760
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Counties Manukau","Northern",NA,"Rate",146.4839
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Hawke's Bay","Central",NA,"Events",3812
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Hawke's Bay","Central",NA,"Population",183310
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Hawke's Bay","Central",NA,"Rate",190.0598
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Lakes","Te Manawa Taki",NA,"Events",1987
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Lakes","Te Manawa Taki",NA,"Population",119300
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Lakes","Te Manawa Taki",NA,"Rate",160.996
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"MidCentral","Central",NA,"Events",2091
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"MidCentral","Central",NA,"Population",190390
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"MidCentral","Central",NA,"Rate",101.0325
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Nelson Marlborough","Te Waipounamu",NA,"Events",2716
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Nelson Marlborough","Te Waipounamu",NA,"Population",165940
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Nelson Marlborough","Te Waipounamu",NA,"Rate",133.0124
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Northland","Northern",NA,"Events",4447
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Northland","Northern",NA,"Population",201750
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Northland","Northern",NA,"Rate",185.6632
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"South Canterbury","Te Waipounamu",NA,"Events",1094
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"South Canterbury","Te Waipounamu",NA,"Population",62485
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"South Canterbury","Te Waipounamu",NA,"Rate",143.6156
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Southern","Te Waipounamu",NA,"Events",4183
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Southern","Te Waipounamu",NA,"Population",354270
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Southern","Te Waipounamu",NA,"Rate",112.6239
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Tairāwhiti","Te Manawa Taki",NA,"Events",792
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Tairāwhiti","Te Manawa Taki",NA,"Population",51995
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Tairāwhiti","Te Manawa Taki",NA,"Rate",151.1988
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Taranaki","Te Manawa Taki",NA,"Events",2248
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Taranaki","Te Manawa Taki",NA,"Population",127625
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Taranaki","Te Manawa Taki",NA,"Rate",160.4118
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Waikato","Te Manawa Taki",NA,"Events",5972
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Waikato","Te Manawa Taki",NA,"Population",451870
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Waikato","Te Manawa Taki",NA,"Rate",128.4842
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Wairarapa","Central",NA,"Events",973
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Wairarapa","Central",NA,"Population",50600
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Wairarapa","Central",NA,"Rate",156.5778
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Waitematā","Northern",NA,"Events",9016
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Waitematā","Northern",NA,"Population",644490
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Waitematā","Northern",NA,"Rate",148.9198
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"West Coast","Te Waipounamu",NA,"Events",835
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"West Coast","Te Waipounamu",NA,"Population",32745
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"West Coast","Te Waipounamu",NA,"Rate",193.5416
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Whanganui","Central",NA,"Events",969
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Whanganui","Central",NA,"Population",69560
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"Whanganui","Central",NA,"Rate",118.2335
"1.3.4","SIR: Colonoscopy","2022/23","Jun","2023-06",NA,"National","National",NA,"Rate",140.9791
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","Māori","Auckland","Northern",NA,"Numerator",346
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","Māori","Auckland","Northern",NA,"Denominator",443
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","Māori","Auckland","Northern",NA,"Rate",78.1038374717833
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","Non-Māori","Auckland","Northern",NA,"Numerator",1404
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","Non-Māori","Auckland","Northern",NA,"Denominator",1800
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","Non-Māori","Auckland","Northern",NA,"Rate",78
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","Non-Māori Non-Pacific","Auckland","Northern",NA,"Numerator",1199
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","Non-Māori Non-Pacific","Auckland","Northern",NA,"Denominator",1556
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","Non-Māori Non-Pacific","Auckland","Northern",NA,"Rate",77.0565552699229
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","Pacific","Auckland","Northern",NA,"Numerator",205
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","Pacific","Auckland","Northern",NA,"Denominator",244
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","Pacific","Auckland","Northern",NA,"Rate",84.016393442623
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","All","Auckland","Northern",NA,"Numerator",1750
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","All","Auckland","Northern",NA,"Denominator",2243
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","All","Auckland","Northern",NA,"Rate",78.0205082478823
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","Māori","Bay of Plenty","Te Manawa Taki",NA,"Numerator",203
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","Māori","Bay of Plenty","Te Manawa Taki",NA,"Denominator",246
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","Māori","Bay of Plenty","Te Manawa Taki",NA,"Rate",82.520325203252
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","Non-Māori","Bay of Plenty","Te Manawa Taki",NA,"Numerator",501
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","Non-Māori","Bay of Plenty","Te Manawa Taki",NA,"Denominator",615
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","Non-Māori","Bay of Plenty","Te Manawa Taki",NA,"Rate",81.4634146341463
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","Non-Māori Non-Pacific","Bay of Plenty","Te Manawa Taki",NA,"Numerator",493
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","Non-Māori Non-Pacific","Bay of Plenty","Te Manawa Taki",NA,"Denominator",607
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","Non-Māori Non-Pacific","Bay of Plenty","Te Manawa Taki",NA,"Rate",81.2191103789127
"1.3.5","Under 25 MH 3 weeks wait","2015/16","Mar","2016-03","Pacific","Bay of Plenty","Te Manawa Taki",NA,"Numerator",8
