"measure_number","measure","financial_year","quarter","year_month","ethnicity","district","region","age","measure_type","value"
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Hawke's Bay","Central",NA,"Numerator",6
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Hawke's Bay","Central",NA,"Denominator",120
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Hawke's Bay","Central",NA,"Rate",0.05
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Hawke's Bay","Central",NA,"Numerator",69
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Hawke's Bay","Central",NA,"Denominator",294
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Hawke's Bay","Central",NA,"Rate",0.23469387755102
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Hutt Valley","Central",NA,"Numerator",9
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Hutt Valley","Central",NA,"Denominator",193
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Hutt Valley","Central",NA,"Rate",0.0466321243523316
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Hutt Valley","Central",NA,"Numerator",84
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Hutt Valley","Central",NA,"Denominator",572
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Hutt Valley","Central",NA,"Rate",0.146853146853147
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Lakes","Te Manawa Taki",NA,"Numerator",5
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Lakes","Te Manawa Taki",NA,"Denominator",83
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Lakes","Te Manawa Taki",NA,"Rate",0.0602409638554217
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Lakes","Te Manawa Taki",NA,"Numerator",32
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Lakes","Te Manawa Taki",NA,"Denominator",175
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Lakes","Te Manawa Taki",NA,"Rate",0.182857142857143
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","MidCentral","Central",NA,"Numerator",7
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","MidCentral","Central",NA,"Denominator",152
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","MidCentral","Central",NA,"Rate",0.0460526315789474
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","MidCentral","Central",NA,"Numerator",54
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","MidCentral","Central",NA,"Denominator",284
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","MidCentral","Central",NA,"Rate",0.190140845070423
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Nelson Marlborough","Te Waipounamu",NA,"Numerator",1
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Nelson Marlborough","Te Waipounamu",NA,"Denominator",53
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Nelson Marlborough","Te Waipounamu",NA,"Rate",0.0188679245283019
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Nelson Marlborough","Te Waipounamu",NA,"Numerator",23
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Nelson Marlborough","Te Waipounamu",NA,"Denominator",101
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Nelson Marlborough","Te Waipounamu",NA,"Rate",0.227722772277228
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Northland","Northern",NA,"Numerator",0
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Northland","Northern",NA,"Denominator",110
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Northland","Northern",NA,"Rate",0
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Northland","Northern",NA,"Numerator",0
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Northland","Northern",NA,"Denominator",120
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Northland","Northern",NA,"Rate",0
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","South Canterbury","Te Waipounamu",NA,"Numerator",0
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","South Canterbury","Te Waipounamu",NA,"Denominator",29
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","South Canterbury","Te Waipounamu",NA,"Rate",0
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","South Canterbury","Te Waipounamu",NA,"Numerator",1
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","South Canterbury","Te Waipounamu",NA,"Denominator",39
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","South Canterbury","Te Waipounamu",NA,"Rate",0.0256410256410256
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Southern","Te Waipounamu",NA,"Numerator",5
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Southern","Te Waipounamu",NA,"Denominator",136
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Southern","Te Waipounamu",NA,"Rate",0.0367647058823529
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Southern","Te Waipounamu",NA,"Numerator",51
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Southern","Te Waipounamu",NA,"Denominator",343
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Southern","Te Waipounamu",NA,"Rate",0.14868804664723
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Tairāwhiti","Te Manawa Taki",NA,"Numerator",1
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Tairāwhiti","Te Manawa Taki",NA,"Denominator",41
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Tairāwhiti","Te Manawa Taki",NA,"Rate",0.024390243902439
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Tairāwhiti","Te Manawa Taki",NA,"Numerator",13
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Tairāwhiti","Te Manawa Taki",NA,"Denominator",87
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Tairāwhiti","Te Manawa Taki",NA,"Rate",0.149425287356322
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Taranaki","Te Manawa Taki",NA,"Numerator",0
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Taranaki","Te Manawa Taki",NA,"Denominator",35
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Taranaki","Te Manawa Taki",NA,"Rate",0
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Taranaki","Te Manawa Taki",NA,"Numerator",16
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Taranaki","Te Manawa Taki",NA,"Denominator",95
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Taranaki","Te Manawa Taki",NA,"Rate",0.168421052631579
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Waikato","Te Manawa Taki",NA,"Numerator",35
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Waikato","Te Manawa Taki",NA,"Denominator",281
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Waikato","Te Manawa Taki",NA,"Rate",0.124555160142349
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Waikato","Te Manawa Taki",NA,"Numerator",157
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Waikato","Te Manawa Taki",NA,"Denominator",634
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Waikato","Te Manawa Taki",NA,"Rate",0.247634069400631
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Wairarapa","Central",NA,"Numerator",3
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Wairarapa","Central",NA,"Denominator",21
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Wairarapa","Central",NA,"Rate",0.142857142857143
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Wairarapa","Central",NA,"Numerator",10
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Wairarapa","Central",NA,"Denominator",34
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Wairarapa","Central",NA,"Rate",0.294117647058824
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Waitematā","Northern",NA,"Numerator",108
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Waitematā","Northern",NA,"Denominator",750
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Waitematā","Northern",NA,"Rate",0.144
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Waitematā","Northern",NA,"Numerator",487
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Waitematā","Northern",NA,"Denominator",1261
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Waitematā","Northern",NA,"Rate",0.386201427438541
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","West Coast","Te Waipounamu",NA,"Numerator",1
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","West Coast","Te Waipounamu",NA,"Denominator",5
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","West Coast","Te Waipounamu",NA,"Rate",0.2
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","West Coast","Te Waipounamu",NA,"Numerator",0
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","West Coast","Te Waipounamu",NA,"Denominator",5
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","West Coast","Te Waipounamu",NA,"Rate",0
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Whanganui","Central",NA,"Numerator",0
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Whanganui","Central",NA,"Denominator",24
"6.4","Digital Health FSA","2021/22","Mar","2022-03","Pacific","Whanganui","Central",NA,"Rate",0
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Whanganui","Central",NA,"Numerator",13
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Whanganui","Central",NA,"Denominator",85
"6.4","Digital Health Follow Up","2021/22","Mar","2022-03","Pacific","Whanganui","Central",NA,"Rate",0.152941176470588
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Auckland","Northern",NA,"Numerator",587
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Auckland","Northern",NA,"Denominator",2416
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Auckland","Northern",NA,"Rate",0.24296357615894
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Auckland","Northern",NA,"Numerator",2632
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Auckland","Northern",NA,"Denominator",7063
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Auckland","Northern",NA,"Rate",0.372646184340932
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Bay of Plenty","Te Manawa Taki",NA,"Numerator",232
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Bay of Plenty","Te Manawa Taki",NA,"Denominator",1593
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Bay of Plenty","Te Manawa Taki",NA,"Rate",0.145637162586315
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Bay of Plenty","Te Manawa Taki",NA,"Numerator",726
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Bay of Plenty","Te Manawa Taki",NA,"Denominator",3426
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Bay of Plenty","Te Manawa Taki",NA,"Rate",0.211908931698774
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Canterbury","Te Waipounamu",NA,"Numerator",83
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Canterbury","Te Waipounamu",NA,"Denominator",1135
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Canterbury","Te Waipounamu",NA,"Rate",0.0731277533039648
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Canterbury","Te Waipounamu",NA,"Numerator",559
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Canterbury","Te Waipounamu",NA,"Denominator",2659
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Canterbury","Te Waipounamu",NA,"Rate",0.210229409552463
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Capital & Coast","Central",NA,"Numerator",191
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Capital & Coast","Central",NA,"Denominator",1473
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Capital & Coast","Central",NA,"Rate",0.129667345553293
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Capital & Coast","Central",NA,"Numerator",969
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Capital & Coast","Central",NA,"Denominator",3612
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Capital & Coast","Central",NA,"Rate",0.268272425249169
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Counties Manukau","Northern",NA,"Numerator",384
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Counties Manukau","Northern",NA,"Denominator",1533
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Counties Manukau","Northern",NA,"Rate",0.250489236790607
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Counties Manukau","Northern",NA,"Numerator",1515
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Counties Manukau","Northern",NA,"Denominator",4044
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Counties Manukau","Northern",NA,"Rate",0.374629080118694
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Hawke's Bay","Central",NA,"Numerator",54
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Hawke's Bay","Central",NA,"Denominator",880
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Hawke's Bay","Central",NA,"Rate",0.0613636363636364
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Hawke's Bay","Central",NA,"Numerator",410
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Hawke's Bay","Central",NA,"Denominator",2174
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Hawke's Bay","Central",NA,"Rate",0.188592456301748
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Hutt Valley","Central",NA,"Numerator",55
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Hutt Valley","Central",NA,"Denominator",565
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Hutt Valley","Central",NA,"Rate",0.0973451327433628
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Hutt Valley","Central",NA,"Numerator",263
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Hutt Valley","Central",NA,"Denominator",1334
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Hutt Valley","Central",NA,"Rate",0.197151424287856
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Lakes","Te Manawa Taki",NA,"Numerator",98
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Lakes","Te Manawa Taki",NA,"Denominator",1100
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Lakes","Te Manawa Taki",NA,"Rate",0.0890909090909091
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Lakes","Te Manawa Taki",NA,"Numerator",334
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Lakes","Te Manawa Taki",NA,"Denominator",2237
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Lakes","Te Manawa Taki",NA,"Rate",0.149307107733572
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","MidCentral","Central",NA,"Numerator",106
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","MidCentral","Central",NA,"Denominator",1356
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","MidCentral","Central",NA,"Rate",0.0781710914454277
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","MidCentral","Central",NA,"Numerator",576
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","MidCentral","Central",NA,"Denominator",2523
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","MidCentral","Central",NA,"Rate",0.228299643281807
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Nelson Marlborough","Te Waipounamu",NA,"Numerator",30
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Nelson Marlborough","Te Waipounamu",NA,"Denominator",330
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Nelson Marlborough","Te Waipounamu",NA,"Rate",0.0909090909090909
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Nelson Marlborough","Te Waipounamu",NA,"Numerator",203
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Nelson Marlborough","Te Waipounamu",NA,"Denominator",721
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Nelson Marlborough","Te Waipounamu",NA,"Rate",0.281553398058252
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Northland","Northern",NA,"Numerator",3
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Northland","Northern",NA,"Denominator",1811
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Northland","Northern",NA,"Rate",0.00165654334621756
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Northland","Northern",NA,"Numerator",42
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Northland","Northern",NA,"Denominator",2913
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Northland","Northern",NA,"Rate",0.0144181256436663
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","South Canterbury","Te Waipounamu",NA,"Numerator",1
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","South Canterbury","Te Waipounamu",NA,"Denominator",161
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","South Canterbury","Te Waipounamu",NA,"Rate",0.0062111801242236
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","South Canterbury","Te Waipounamu",NA,"Numerator",30
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","South Canterbury","Te Waipounamu",NA,"Denominator",249
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","South Canterbury","Te Waipounamu",NA,"Rate",0.120481927710843
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Southern","Te Waipounamu",NA,"Numerator",73
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Southern","Te Waipounamu",NA,"Denominator",750
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Southern","Te Waipounamu",NA,"Rate",0.0973333333333333
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Southern","Te Waipounamu",NA,"Numerator",360
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Southern","Te Waipounamu",NA,"Denominator",1626
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Southern","Te Waipounamu",NA,"Rate",0.22140221402214
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Tairāwhiti","Te Manawa Taki",NA,"Numerator",67
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Tairāwhiti","Te Manawa Taki",NA,"Denominator",989
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Tairāwhiti","Te Manawa Taki",NA,"Rate",0.0677451971688574
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Tairāwhiti","Te Manawa Taki",NA,"Numerator",169
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Tairāwhiti","Te Manawa Taki",NA,"Denominator",2015
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Tairāwhiti","Te Manawa Taki",NA,"Rate",0.0838709677419355
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Taranaki","Te Manawa Taki",NA,"Numerator",72
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Taranaki","Te Manawa Taki",NA,"Denominator",534
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Taranaki","Te Manawa Taki",NA,"Rate",0.134831460674157
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Taranaki","Te Manawa Taki",NA,"Numerator",224
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Taranaki","Te Manawa Taki",NA,"Denominator",1295
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Taranaki","Te Manawa Taki",NA,"Rate",0.172972972972973
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Waikato","Te Manawa Taki",NA,"Numerator",382
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Waikato","Te Manawa Taki",NA,"Denominator",2547
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Waikato","Te Manawa Taki",NA,"Rate",0.149980369061641
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Waikato","Te Manawa Taki",NA,"Numerator",1464
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Waikato","Te Manawa Taki",NA,"Denominator",5346
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Waikato","Te Manawa Taki",NA,"Rate",0.27384960718294
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Wairarapa","Central",NA,"Numerator",22
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Wairarapa","Central",NA,"Denominator",177
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Wairarapa","Central",NA,"Rate",0.124293785310734
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Wairarapa","Central",NA,"Numerator",128
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Wairarapa","Central",NA,"Denominator",444
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Wairarapa","Central",NA,"Rate",0.288288288288288
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Waitematā","Northern",NA,"Numerator",298
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Waitematā","Northern",NA,"Denominator",926
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Waitematā","Northern",NA,"Rate",0.321814254859611
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Waitematā","Northern",NA,"Numerator",793
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Waitematā","Northern",NA,"Denominator",1614
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Waitematā","Northern",NA,"Rate",0.491325898389095
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","West Coast","Te Waipounamu",NA,"Numerator",9
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","West Coast","Te Waipounamu",NA,"Denominator",71
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","West Coast","Te Waipounamu",NA,"Rate",0.126760563380282
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","West Coast","Te Waipounamu",NA,"Numerator",28
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","West Coast","Te Waipounamu",NA,"Denominator",140
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","West Coast","Te Waipounamu",NA,"Rate",0.2
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Whanganui","Central",NA,"Numerator",0
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Whanganui","Central",NA,"Denominator",374
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Māori","Whanganui","Central",NA,"Rate",0
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Whanganui","Central",NA,"Numerator",128
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Whanganui","Central",NA,"Denominator",773
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Māori","Whanganui","Central",NA,"Rate",0.165588615782665
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Other","Auckland","Northern",NA,"Numerator",4138
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Other","Auckland","Northern",NA,"Denominator",18256
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Other","Auckland","Northern",NA,"Rate",0.226665205959684
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Other","Auckland","Northern",NA,"Numerator",17571
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Other","Auckland","Northern",NA,"Denominator",52419
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Other","Auckland","Northern",NA,"Rate",0.335202884450295
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Other","Bay of Plenty","Te Manawa Taki",NA,"Numerator",575
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Other","Bay of Plenty","Te Manawa Taki",NA,"Denominator",5533
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Other","Bay of Plenty","Te Manawa Taki",NA,"Rate",0.10392192300741
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Other","Bay of Plenty","Te Manawa Taki",NA,"Numerator",2505
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Other","Bay of Plenty","Te Manawa Taki",NA,"Denominator",12451
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Other","Bay of Plenty","Te Manawa Taki",NA,"Rate",0.201188659545418
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Other","Canterbury","Te Waipounamu",NA,"Numerator",935
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Other","Canterbury","Te Waipounamu",NA,"Denominator",11744
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Other","Canterbury","Te Waipounamu",NA,"Rate",0.0796151226158038
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Other","Canterbury","Te Waipounamu",NA,"Numerator",6324
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Other","Canterbury","Te Waipounamu",NA,"Denominator",30798
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Other","Canterbury","Te Waipounamu",NA,"Rate",0.205338008961621
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Other","Capital & Coast","Central",NA,"Numerator",1098
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Other","Capital & Coast","Central",NA,"Denominator",9483
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Other","Capital & Coast","Central",NA,"Rate",0.115786143625435
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Other","Capital & Coast","Central",NA,"Numerator",6904
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Other","Capital & Coast","Central",NA,"Denominator",25045
"6.4","Digital Health Follow Up","2021/22","Sep","2021-09","Other","Capital & Coast","Central",NA,"Rate",0.275663805150729
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Other","Counties Manukau","Northern",NA,"Numerator",1828
"6.4","Digital Health FSA","2021/22","Sep","2021-09","Other","Counties Manukau","Northern",NA,"Denominator",7905
