"measure_number","measure","financial_year","quarter","year_month","ethnicity","district","region","age","measure_type","value"
"4.2.2","Unregulated workforce","2020/21","Dec","2020-12","Other",NA,NA,NA,"Numerator",10201.068616
"4.2.2","Unregulated workforce","2020/21","Dec","2020-12","Other",NA,NA,NA,"Denominator",16122.9143474
"4.2.2","Unregulated workforce","2020/21","Dec","2020-12","Other",NA,NA,NA,"Percent",0.632706246290084
"4.2.2","Unregulated workforce","2020/21","Dec","2020-12","Pacific",NA,NA,NA,"Numerator",1111.506592
"4.2.2","Unregulated workforce","2020/21","Dec","2020-12","Pacific",NA,NA,NA,"Denominator",16122.9143474
"4.2.2","Unregulated workforce","2020/21","Dec","2020-12","Pacific",NA,NA,NA,"Percent",0.0689395581996156
"4.2.2","Unregulated workforce","2020/21","Dec","2020-12","Unknown",NA,NA,NA,"Numerator",677.9883548
"4.2.2","Unregulated workforce","2020/21","Dec","2020-12","Unknown",NA,NA,NA,"Denominator",16122.9143474
"4.2.2","Unregulated workforce","2020/21","Dec","2020-12","Unknown",NA,NA,NA,"Percent",0.0420512284684644
"4.2.2","Unregulated workforce","2020/21","Mar","2021-03","Asian",NA,NA,NA,"Numerator",2388.4132618
"4.2.2","Unregulated workforce","2020/21","Mar","2021-03","Asian",NA,NA,NA,"Denominator",16227.3243449
"4.2.2","Unregulated workforce","2020/21","Mar","2021-03","Asian",NA,NA,NA,"Percent",0.147184662796898
"4.2.2","Unregulated workforce","2020/21","Mar","2021-03","Māori",NA,NA,NA,"Numerator",1789.745738
"4.2.2","Unregulated workforce","2020/21","Mar","2021-03","Māori",NA,NA,NA,"Denominator",16227.3243449
"4.2.2","Unregulated workforce","2020/21","Mar","2021-03","Māori",NA,NA,NA,"Percent",0.110292103612417
"4.2.2","Unregulated workforce","2020/21","Mar","2021-03","Other",NA,NA,NA,"Numerator",10258.246917
"4.2.2","Unregulated workforce","2020/21","Mar","2021-03","Other",NA,NA,NA,"Denominator",16227.3243449
"4.2.2","Unregulated workforce","2020/21","Mar","2021-03","Other",NA,NA,NA,"Percent",0.632158863591336
"4.2.2","Unregulated workforce","2020/21","Mar","2021-03","Pacific",NA,NA,NA,"Numerator",1122.5459495
"4.2.2","Unregulated workforce","2020/21","Mar","2021-03","Pacific",NA,NA,NA,"Denominator",16227.3243449
"4.2.2","Unregulated workforce","2020/21","Mar","2021-03","Pacific",NA,NA,NA,"Percent",0.069176281045544
"4.2.2","Unregulated workforce","2020/21","Mar","2021-03","Unknown",NA,NA,NA,"Numerator",668.3724786
"4.2.2","Unregulated workforce","2020/21","Mar","2021-03","Unknown",NA,NA,NA,"Denominator",16227.3243449
"4.2.2","Unregulated workforce","2020/21","Mar","2021-03","Unknown",NA,NA,NA,"Percent",0.0411880889538058
"4.2.2","Unregulated workforce","2020/21","Jun","2021-06","Asian",NA,NA,NA,"Numerator",2467.0451141
"4.2.2","Unregulated workforce","2020/21","Jun","2021-06","Asian",NA,NA,NA,"Denominator",16601.6188872
"4.2.2","Unregulated workforce","2020/21","Jun","2021-06","Asian",NA,NA,NA,"Percent",0.148602683320367
"4.2.2","Unregulated workforce","2020/21","Jun","2021-06","Māori",NA,NA,NA,"Numerator",1806.1762525
"4.2.2","Unregulated workforce","2020/21","Jun","2021-06","Māori",NA,NA,NA,"Denominator",16601.6188872
"4.2.2","Unregulated workforce","2020/21","Jun","2021-06","Māori",NA,NA,NA,"Percent",0.108795188274836
"4.2.2","Unregulated workforce","2020/21","Jun","2021-06","Other",NA,NA,NA,"Numerator",10519.272998
"4.2.2","Unregulated workforce","2020/21","Jun","2021-06","Other",NA,NA,NA,"Denominator",16601.6188872
"4.2.2","Unregulated workforce","2020/21","Jun","2021-06","Other",NA,NA,NA,"Percent",0.633629350816531
"4.2.2","Unregulated workforce","2020/21","Jun","2021-06","Pacific",NA,NA,NA,"Numerator",1163.0527378
"4.2.2","Unregulated workforce","2020/21","Jun","2021-06","Pacific",NA,NA,NA,"Denominator",16601.6188872
"4.2.2","Unregulated workforce","2020/21","Jun","2021-06","Pacific",NA,NA,NA,"Percent",0.0700565857885537
"4.2.2","Unregulated workforce","2020/21","Jun","2021-06","Unknown",NA,NA,NA,"Numerator",646.0717848
"4.2.2","Unregulated workforce","2020/21","Jun","2021-06","Unknown",NA,NA,NA,"Denominator",16601.6188872
"4.2.2","Unregulated workforce","2020/21","Jun","2021-06","Unknown",NA,NA,NA,"Percent",0.0389161917997122
"4.2.2","Unregulated workforce","2021/22","Sep","2021-09","Asian",NA,NA,NA,"Numerator",2551.6723241
"4.2.2","Unregulated workforce","2021/22","Sep","2021-09","Asian",NA,NA,NA,"Denominator",16880.1287717
"4.2.2","Unregulated workforce","2021/22","Sep","2021-09","Asian",NA,NA,NA,"Percent",0.151164268863751
"4.2.2","Unregulated workforce","2021/22","Sep","2021-09","Māori",NA,NA,NA,"Numerator",1896.6605919
"4.2.2","Unregulated workforce","2021/22","Sep","2021-09","Māori",NA,NA,NA,"Denominator",16880.1287717
"4.2.2","Unregulated workforce","2021/22","Sep","2021-09","Māori",NA,NA,NA,"Percent",0.112360552312836
"4.2.2","Unregulated workforce","2021/22","Sep","2021-09","Other",NA,NA,NA,"Numerator",10566.19595
"4.2.2","Unregulated workforce","2021/22","Sep","2021-09","Other",NA,NA,NA,"Denominator",16880.1287717
"4.2.2","Unregulated workforce","2021/22","Sep","2021-09","Other",NA,NA,NA,"Percent",0.625954700518311
"4.2.2","Unregulated workforce","2021/22","Sep","2021-09","Pacific",NA,NA,NA,"Numerator",1194.2791854
"4.2.2","Unregulated workforce","2021/22","Sep","2021-09","Pacific",NA,NA,NA,"Denominator",16880.1287717
"4.2.2","Unregulated workforce","2021/22","Sep","2021-09","Pacific",NA,NA,NA,"Percent",0.0707505968439199
"4.2.2","Unregulated workforce","2021/22","Sep","2021-09","Unknown",NA,NA,NA,"Numerator",671.3207203
"4.2.2","Unregulated workforce","2021/22","Sep","2021-09","Unknown",NA,NA,NA,"Denominator",16880.1287717
"4.2.2","Unregulated workforce","2021/22","Sep","2021-09","Unknown",NA,NA,NA,"Percent",0.0397698814611822
"4.2.2","Unregulated workforce","2021/22","Dec","2021-12","Asian",NA,NA,NA,"Numerator",2573.1357726
"4.2.2","Unregulated workforce","2021/22","Dec","2021-12","Asian",NA,NA,NA,"Denominator",16946.767112
"4.2.2","Unregulated workforce","2021/22","Dec","2021-12","Asian",NA,NA,NA,"Percent",0.151836380095054
"4.2.2","Unregulated workforce","2021/22","Dec","2021-12","Māori",NA,NA,NA,"Numerator",1969.9946659
"4.2.2","Unregulated workforce","2021/22","Dec","2021-12","Māori",NA,NA,NA,"Denominator",16946.767112
"4.2.2","Unregulated workforce","2021/22","Dec","2021-12","Māori",NA,NA,NA,"Percent",0.116246045802155
"4.2.2","Unregulated workforce","2021/22","Dec","2021-12","Other",NA,NA,NA,"Numerator",10491.681156
"4.2.2","Unregulated workforce","2021/22","Dec","2021-12","Other",NA,NA,NA,"Denominator",16946.767112
"4.2.2","Unregulated workforce","2021/22","Dec","2021-12","Other",NA,NA,NA,"Percent",0.619096320062771
"4.2.2","Unregulated workforce","2021/22","Dec","2021-12","Pacific",NA,NA,NA,"Numerator",1250.4413231
"4.2.2","Unregulated workforce","2021/22","Dec","2021-12","Pacific",NA,NA,NA,"Denominator",16946.767112
"4.2.2","Unregulated workforce","2021/22","Dec","2021-12","Pacific",NA,NA,NA,"Percent",0.0737864227929681
"4.2.2","Unregulated workforce","2021/22","Dec","2021-12","Unknown",NA,NA,NA,"Numerator",661.5141944
"4.2.2","Unregulated workforce","2021/22","Dec","2021-12","Unknown",NA,NA,NA,"Denominator",16946.767112
"4.2.2","Unregulated workforce","2021/22","Dec","2021-12","Unknown",NA,NA,NA,"Percent",0.0390348312470514
"4.2.2","Unregulated workforce","2021/22","Mar","2022-03","Asian",NA,NA,NA,"Numerator",2692.3038808
"4.2.2","Unregulated workforce","2021/22","Mar","2022-03","Asian",NA,NA,NA,"Denominator",17166.7648771
"4.2.2","Unregulated workforce","2021/22","Mar","2022-03","Asian",NA,NA,NA,"Percent",0.156832338537558
"4.2.2","Unregulated workforce","2021/22","Mar","2022-03","Māori",NA,NA,NA,"Numerator",2032.6568114
"4.2.2","Unregulated workforce","2021/22","Mar","2022-03","Māori",NA,NA,NA,"Denominator",17166.7648771
"4.2.2","Unregulated workforce","2021/22","Mar","2022-03","Māori",NA,NA,NA,"Percent",0.118406515493872
"4.2.2","Unregulated workforce","2021/22","Mar","2022-03","Other",NA,NA,NA,"Numerator",10474.361462
"4.2.2","Unregulated workforce","2021/22","Mar","2022-03","Other",NA,NA,NA,"Denominator",17166.7648771
"4.2.2","Unregulated workforce","2021/22","Mar","2022-03","Other",NA,NA,NA,"Percent",0.610153487683199
"4.2.2","Unregulated workforce","2021/22","Mar","2022-03","Pacific",NA,NA,NA,"Numerator",1306.2069492
"4.2.2","Unregulated workforce","2021/22","Mar","2022-03","Pacific",NA,NA,NA,"Denominator",17166.7648771
"4.2.2","Unregulated workforce","2021/22","Mar","2022-03","Pacific",NA,NA,NA,"Percent",0.0760892898895845
"4.2.2","Unregulated workforce","2021/22","Mar","2022-03","Unknown",NA,NA,NA,"Numerator",661.2357737
"4.2.2","Unregulated workforce","2021/22","Mar","2022-03","Unknown",NA,NA,NA,"Denominator",17166.7648771
"4.2.2","Unregulated workforce","2021/22","Mar","2022-03","Unknown",NA,NA,NA,"Percent",0.0385183683957873
"4.2.2","Unregulated workforce","2021/22","Jun","2022-06","Asian",NA,NA,NA,"Numerator",2754.3639612
"4.2.2","Unregulated workforce","2021/22","Jun","2022-06","Asian",NA,NA,NA,"Denominator",17330.9749502
"4.2.2","Unregulated workforce","2021/22","Jun","2022-06","Asian",NA,NA,NA,"Percent",0.158927236875858
"4.2.2","Unregulated workforce","2021/22","Jun","2022-06","Māori",NA,NA,NA,"Numerator",2024.0811196
"4.2.2","Unregulated workforce","2021/22","Jun","2022-06","Māori",NA,NA,NA,"Denominator",17330.9749502
"4.2.2","Unregulated workforce","2021/22","Jun","2022-06","Māori",NA,NA,NA,"Percent",0.116789801232541
"4.2.2","Unregulated workforce","2021/22","Jun","2022-06","Other",NA,NA,NA,"Numerator",10175.344516
"4.2.2","Unregulated workforce","2021/22","Jun","2022-06","Other",NA,NA,NA,"Denominator",17330.9749502
"4.2.2","Unregulated workforce","2021/22","Jun","2022-06","Other",NA,NA,NA,"Percent",0.587118990434094
"4.2.2","Unregulated workforce","2021/22","Jun","2022-06","Pacific",NA,NA,NA,"Numerator",1339.7554488
"4.2.2","Unregulated workforce","2021/22","Jun","2022-06","Pacific",NA,NA,NA,"Denominator",17330.9749502
"4.2.2","Unregulated workforce","2021/22","Jun","2022-06","Pacific",NA,NA,NA,"Percent",0.077304101624389
"4.2.2","Unregulated workforce","2021/22","Jun","2022-06","Unknown",NA,NA,NA,"Numerator",1037.4299046
"4.2.2","Unregulated workforce","2021/22","Jun","2022-06","Unknown",NA,NA,NA,"Denominator",17330.9749502
"4.2.2","Unregulated workforce","2021/22","Jun","2022-06","Unknown",NA,NA,NA,"Percent",0.059859869833118
"4.2.2","Unregulated workforce","2022/23","Sep","2022-09","Asian",NA,NA,NA,"Numerator",2874.6516383
"4.2.2","Unregulated workforce","2022/23","Sep","2022-09","Asian",NA,NA,NA,"Denominator",17426.1759559
"4.2.2","Unregulated workforce","2022/23","Sep","2022-09","Asian",NA,NA,NA,"Percent",0.164961701613413
"4.2.2","Unregulated workforce","2022/23","Sep","2022-09","Māori",NA,NA,NA,"Numerator",2061.3886443
"4.2.2","Unregulated workforce","2022/23","Sep","2022-09","Māori",NA,NA,NA,"Denominator",17426.1759559
"4.2.2","Unregulated workforce","2022/23","Sep","2022-09","Māori",NA,NA,NA,"Percent",0.118292656376058
"4.2.2","Unregulated workforce","2022/23","Sep","2022-09","Other",NA,NA,NA,"Numerator",10092.200198
"4.2.2","Unregulated workforce","2022/23","Sep","2022-09","Other",NA,NA,NA,"Denominator",17426.1759559
"4.2.2","Unregulated workforce","2022/23","Sep","2022-09","Other",NA,NA,NA,"Percent",0.579140267121145
"4.2.2","Unregulated workforce","2022/23","Sep","2022-09","Pacific",NA,NA,NA,"Numerator",1370.6217883
"4.2.2","Unregulated workforce","2022/23","Sep","2022-09","Pacific",NA,NA,NA,"Denominator",17426.1759559
"4.2.2","Unregulated workforce","2022/23","Sep","2022-09","Pacific",NA,NA,NA,"Percent",0.0786530442346387
"4.2.2","Unregulated workforce","2022/23","Sep","2022-09","Unknown",NA,NA,NA,"Numerator",1027.313687
"4.2.2","Unregulated workforce","2022/23","Sep","2022-09","Unknown",NA,NA,NA,"Denominator",17426.1759559
"4.2.2","Unregulated workforce","2022/23","Sep","2022-09","Unknown",NA,NA,NA,"Percent",0.0589523306547459
"4.2.2","Unregulated workforce","2022/23","Dec","2022-12","Asian",NA,NA,NA,"Numerator",2877.2854003
"4.2.2","Unregulated workforce","2022/23","Dec","2022-12","Asian",NA,NA,NA,"Denominator",16618.832488
"4.2.2","Unregulated workforce","2022/23","Dec","2022-12","Asian",NA,NA,NA,"Percent",0.173134027458163
"4.2.2","Unregulated workforce","2022/23","Dec","2022-12","Māori",NA,NA,NA,"Numerator",1969.9509062
"4.2.2","Unregulated workforce","2022/23","Dec","2022-12","Māori",NA,NA,NA,"Denominator",16618.832488
"4.2.2","Unregulated workforce","2022/23","Dec","2022-12","Māori",NA,NA,NA,"Percent",0.118537262327089
"4.2.2","Unregulated workforce","2022/23","Dec","2022-12","Other",NA,NA,NA,"Numerator",9747.485179
"4.2.2","Unregulated workforce","2022/23","Dec","2022-12","Other",NA,NA,NA,"Denominator",16618.832488
"4.2.2","Unregulated workforce","2022/23","Dec","2022-12","Other",NA,NA,NA,"Percent",0.586532488731587
"4.2.2","Unregulated workforce","2022/23","Dec","2022-12","Pacific",NA,NA,NA,"Numerator",1331.6033901
"4.2.2","Unregulated workforce","2022/23","Dec","2022-12","Pacific",NA,NA,NA,"Denominator",16618.832488
"4.2.2","Unregulated workforce","2022/23","Dec","2022-12","Pacific",NA,NA,NA,"Percent",0.0801261695766844
"4.2.2","Unregulated workforce","2022/23","Dec","2022-12","Unknown",NA,NA,NA,"Numerator",692.5076124
"4.2.2","Unregulated workforce","2022/23","Dec","2022-12","Unknown",NA,NA,NA,"Denominator",16618.832488
"4.2.2","Unregulated workforce","2022/23","Dec","2022-12","Unknown",NA,NA,NA,"Percent",0.0416700519064766
"4.2.2","Unregulated workforce","2022/23","Mar","2023-03","Asian",NA,NA,NA,"Numerator",2947.2591807
"4.2.2","Unregulated workforce","2022/23","Mar","2023-03","Asian",NA,NA,NA,"Denominator",16539.5114481
"4.2.2","Unregulated workforce","2022/23","Mar","2023-03","Asian",NA,NA,NA,"Percent",0.178195056725123
"4.2.2","Unregulated workforce","2022/23","Mar","2023-03","Māori",NA,NA,NA,"Numerator",1892.2420462
"4.2.2","Unregulated workforce","2022/23","Mar","2023-03","Māori",NA,NA,NA,"Denominator",16539.5114481
"4.2.2","Unregulated workforce","2022/23","Mar","2023-03","Māori",NA,NA,NA,"Percent",0.114407372438886
"4.2.2","Unregulated workforce","2022/23","Mar","2023-03","Other",NA,NA,NA,"Numerator",9697.258206
"4.2.2","Unregulated workforce","2022/23","Mar","2023-03","Other",NA,NA,NA,"Denominator",16539.5114481
"4.2.2","Unregulated workforce","2022/23","Mar","2023-03","Other",NA,NA,NA,"Percent",0.58630862443727
"4.2.2","Unregulated workforce","2022/23","Mar","2023-03","Pacific",NA,NA,NA,"Numerator",1304.1777267
"4.2.2","Unregulated workforce","2022/23","Mar","2023-03","Pacific",NA,NA,NA,"Denominator",16539.5114481
"4.2.2","Unregulated workforce","2022/23","Mar","2023-03","Pacific",NA,NA,NA,"Percent",0.0788522521231919
"4.2.2","Unregulated workforce","2022/23","Mar","2023-03","Unknown",NA,NA,NA,"Numerator",698.5742885
"4.2.2","Unregulated workforce","2022/23","Mar","2023-03","Unknown",NA,NA,NA,"Denominator",16539.5114481
"4.2.2","Unregulated workforce","2022/23","Mar","2023-03","Unknown",NA,NA,NA,"Percent",0.0422366942755283
"4.2.2","Unregulated workforce","2022/23","Jun","2023-06","Asian",NA,NA,NA,"Numerator",3023.3137215
"4.2.2","Unregulated workforce","2022/23","Jun","2023-06","Asian",NA,NA,NA,"Denominator",16585.5068345
"4.2.2","Unregulated workforce","2022/23","Jun","2023-06","Asian",NA,NA,NA,"Percent",0.182286483715476
"4.2.2","Unregulated workforce","2022/23","Jun","2023-06","Māori",NA,NA,NA,"Numerator",1879.2345787
"4.2.2","Unregulated workforce","2022/23","Jun","2023-06","Māori",NA,NA,NA,"Denominator",16585.5068345
"4.2.2","Unregulated workforce","2022/23","Jun","2023-06","Māori",NA,NA,NA,"Percent",0.113305827639283
"4.2.2","Unregulated workforce","2022/23","Jun","2023-06","Other",NA,NA,NA,"Numerator",9630.82863
"4.2.2","Unregulated workforce","2022/23","Jun","2023-06","Other",NA,NA,NA,"Denominator",16585.5068345
"4.2.2","Unregulated workforce","2022/23","Jun","2023-06","Other",NA,NA,NA,"Percent",0.580677378514995
"4.2.2","Unregulated workforce","2022/23","Jun","2023-06","Pacific",NA,NA,NA,"Numerator",1331.2269833
"4.2.2","Unregulated workforce","2022/23","Jun","2023-06","Pacific",NA,NA,NA,"Denominator",16585.5068345
"4.2.2","Unregulated workforce","2022/23","Jun","2023-06","Pacific",NA,NA,NA,"Percent",0.0802644740726811
"4.2.2","Unregulated workforce","2022/23","Jun","2023-06","Unknown",NA,NA,NA,"Numerator",720.902921
"4.2.2","Unregulated workforce","2022/23","Jun","2023-06","Unknown",NA,NA,NA,"Denominator",16585.5068345
"4.2.2","Unregulated workforce","2022/23","Jun","2023-06","Unknown",NA,NA,NA,"Percent",0.0434658360575649
"5.1","Actual expenditure vs budget expenditure (total)","2022/23","Sep","2022-09",NA,NA,NA,NA,"Numerator",6756
"5.1","Actual expenditure vs budget expenditure (total)","2022/23","Sep","2022-09",NA,NA,NA,NA,"Denominator",6488
"5.1","Actual expenditure vs budget expenditure (total)","2022/23","Sep","2022-09",NA,NA,NA,NA,"Variance Percent",-0.0413070283600493
"5.1","Actual expenditure vs budget expenditure (total personnel costs)","2022/23","Sep","2022-09",NA,NA,NA,NA,"Numerator",2608
"5.1","Actual expenditure vs budget expenditure (total personnel costs)","2022/23","Sep","2022-09",NA,NA,NA,NA,"Denominator",2550
"5.1","Actual expenditure vs budget expenditure (total personnel costs)","2022/23","Sep","2022-09",NA,NA,NA,NA,"Variance Percent",-0.0227450980392157
"5.1","Actual expenditure vs budget expenditure (Primary and Community Services)","2022/23","Sep","2022-09",NA,NA,NA,NA,"Numerator",2148
"5.1","Actual expenditure vs budget expenditure (Primary and Community Services)","2022/23","Sep","2022-09",NA,NA,NA,NA,"Denominator",1944
"5.1","Actual expenditure vs budget expenditure (Primary and Community Services)","2022/23","Sep","2022-09",NA,NA,NA,NA,"Variance Percent",-0.104938271604938
"5.1","Actual expenditure vs actual revenue (total)","2022/23","Sep","2022-09",NA,NA,NA,NA,"Numerator",6756
"5.1","Actual expenditure vs actual revenue (total)","2022/23","Sep","2022-09",NA,NA,NA,NA,"Denominator",6560
"5.1","Actual expenditure vs actual revenue (total)","2022/23","Sep","2022-09",NA,NA,NA,NA,"Variance Percent",-0.0298780487804878
"5.1","Expenditure expectations within AP vs revenue recognised in AP","2022/23","Sep","2022-09",NA,NA,NA,NA,"Numerator",6488
"5.1","Expenditure expectations within AP vs revenue recognised in AP","2022/23","Sep","2022-09",NA,NA,NA,NA,"Denominator",6285
"5.1","Expenditure expectations within AP vs revenue recognised in AP","2022/23","Sep","2022-09",NA,NA,NA,NA,"Variance Percent",-0.0322991249005569
"5.1","Actual expenditure vs budget expenditure (total)","2022/23","Dec","2022-12",NA,NA,NA,NA,"Numerator",13074
"5.1","Actual expenditure vs budget expenditure (total)","2022/23","Dec","2022-12",NA,NA,NA,NA,"Denominator",12816
"5.1","Actual expenditure vs budget expenditure (total)","2022/23","Dec","2022-12",NA,NA,NA,NA,"Variance Percent",-0.0201310861423221
"5.1","Actual expenditure vs budget expenditure (total personnel costs)","2022/23","Dec","2022-12",NA,NA,NA,NA,"Numerator",5258
"5.1","Actual expenditure vs budget expenditure (total personnel costs)","2022/23","Dec","2022-12",NA,NA,NA,NA,"Denominator",5171
"5.1","Actual expenditure vs budget expenditure (total personnel costs)","2022/23","Dec","2022-12",NA,NA,NA,NA,"Variance Percent",-0.0168245987236511
"5.1","Actual expenditure vs budget expenditure (Primary and Community Services)","2022/23","Dec","2022-12",NA,NA,NA,NA,"Numerator",4247
"5.1","Actual expenditure vs budget expenditure (Primary and Community Services)","2022/23","Dec","2022-12",NA,NA,NA,NA,"Denominator",3924
"5.1","Actual expenditure vs budget expenditure (Primary and Community Services)","2022/23","Dec","2022-12",NA,NA,NA,NA,"Variance Percent",-0.0823139653414883
"5.1","Actual expenditure vs actual revenue (total)","2022/23","Dec","2022-12",NA,NA,NA,NA,"Numerator",13074
"5.1","Actual expenditure vs actual revenue (total)","2022/23","Dec","2022-12",NA,NA,NA,NA,"Denominator",13288
"5.1","Actual expenditure vs actual revenue (total)","2022/23","Dec","2022-12",NA,NA,NA,NA,"Variance Percent",0.0161047561709813
"5.1","Expenditure expectations within AP vs revenue recognised in AP","2022/23","Dec","2022-12",NA,NA,NA,NA,"Numerator",12816
"5.1","Expenditure expectations within AP vs revenue recognised in AP","2022/23","Dec","2022-12",NA,NA,NA,NA,"Denominator",13016
"5.1","Expenditure expectations within AP vs revenue recognised in AP","2022/23","Dec","2022-12",NA,NA,NA,NA,"Variance Percent",0.0153657037492317
"5.1","Actual expenditure vs budget expenditure (total)","2022/23","Mar","2023-03",NA,NA,NA,NA,"Numerator",19193
"5.1","Actual expenditure vs budget expenditure (total)","2022/23","Mar","2023-03",NA,NA,NA,NA,"Denominator",18722
"5.1","Actual expenditure vs budget expenditure (total)","2022/23","Mar","2023-03",NA,NA,NA,NA,"Variance Percent",-0.0251575686358295
"5.1","Actual expenditure vs budget expenditure (total personnel costs)","2022/23","Mar","2023-03",NA,NA,NA,NA,"Numerator",8120
"5.1","Actual expenditure vs budget expenditure (total personnel costs)","2022/23","Mar","2023-03",NA,NA,NA,NA,"Denominator",7697
"5.1","Actual expenditure vs budget expenditure (total personnel costs)","2022/23","Mar","2023-03",NA,NA,NA,NA,"Variance Percent",-0.0549564765493049
"5.1","Actual expenditure vs budget expenditure (Primary and Community Services)","2022/23","Mar","2023-03",NA,NA,NA,NA,"Numerator",6267
"5.1","Actual expenditure vs budget expenditure (Primary and Community Services)","2022/23","Mar","2023-03",NA,NA,NA,NA,"Denominator",6004
"5.1","Actual expenditure vs budget expenditure (Primary and Community Services)","2022/23","Mar","2023-03",NA,NA,NA,NA,"Variance Percent",-0.0438041305796136
"5.1","Actual expenditure vs actual revenue (total)","2022/23","Mar","2023-03",NA,NA,NA,NA,"Numerator",19193
"5.1","Actual expenditure vs actual revenue (total)","2022/23","Mar","2023-03",NA,NA,NA,NA,"Denominator",19288
"5.1","Actual expenditure vs actual revenue (total)","2022/23","Mar","2023-03",NA,NA,NA,NA,"Variance Percent",0.00492534218166736
"5.1","Expenditure expectations within AP vs revenue recognised in AP","2022/23","Mar","2023-03",NA,NA,NA,NA,"Numerator",18722
"5.1","Expenditure expectations within AP vs revenue recognised in AP","2022/23","Mar","2023-03",NA,NA,NA,NA,"Denominator",18808
"5.1","Expenditure expectations within AP vs revenue recognised in AP","2022/23","Mar","2023-03",NA,NA,NA,NA,"Variance Percent",0.00457252233092301
"5.1","Actual expenditure vs budget expenditure (total)","2022/23","Jun","2023-06",NA,NA,NA,NA,"Numerator",26703
"5.1","Actual expenditure vs budget expenditure (total)","2022/23","Jun","2023-06",NA,NA,NA,NA,"Denominator",24638
"5.1","Actual expenditure vs budget expenditure (total)","2022/23","Jun","2023-06",NA,NA,NA,NA,"Variance Percent",-0.0838136212354899
"5.1","Actual expenditure vs budget expenditure (total personnel costs)","2022/23","Jun","2023-06",NA,NA,NA,NA,"Numerator",11817
"5.1","Actual expenditure vs budget expenditure (total personnel costs)","2022/23","Jun","2023-06",NA,NA,NA,NA,"Denominator",10262
"5.1","Actual expenditure vs budget expenditure (total personnel costs)","2022/23","Jun","2023-06",NA,NA,NA,NA,"Variance Percent",-0.151529916195673
"5.1","Actual expenditure vs budget expenditure (Primary and Community Services)","2022/23","Jun","2023-06",NA,NA,NA,NA,"Numerator",8546
"5.1","Actual expenditure vs budget expenditure (Primary and Community Services)","2022/23","Jun","2023-06",NA,NA,NA,NA,"Denominator",8029
"5.1","Actual expenditure vs budget expenditure (Primary and Community Services)","2022/23","Jun","2023-06",NA,NA,NA,NA,"Variance Percent",-0.0643915805206128
"5.1","Actual expenditure vs actual revenue (total)","2022/23","Jun","2023-06",NA,NA,NA,NA,"Numerator",26703
"5.1","Actual expenditure vs actual revenue (total)","2022/23","Jun","2023-06",NA,NA,NA,NA,"Denominator",25690
"5.1","Actual expenditure vs actual revenue (total)","2022/23","Jun","2023-06",NA,NA,NA,NA,"Variance Percent",-0.0394316854807318
"5.1","Expenditure expectations within AP vs revenue recognised in AP","2022/23","Jun","2023-06",NA,NA,NA,NA,"Numerator",24638
"5.1","Expenditure expectations within AP vs revenue recognised in AP","2022/23","Jun","2023-06",NA,NA,NA,NA,"Denominator",24638
"5.1","Expenditure expectations within AP vs revenue recognised in AP","2022/23","Jun","2023-06",NA,NA,NA,NA,"Variance Percent",0
"6.4","Digital Health FSA","2019/20","Dec","2019-12","All","National","National",NA,"Numerator",355
"6.4","Digital Health FSA","2019/20","Dec","2019-12","All","National","National",NA,"Denominator",44345
"6.4","Digital Health FSA","2019/20","Dec","2019-12","All","National","National",NA,"Percent",0.00800541210959522
"6.4","Digital Health Follow Up","2019/20","Dec","2019-12","All","National","National",NA,"Numerator",1478
"6.4","Digital Health Follow Up","2019/20","Dec","2019-12","All","National","National",NA,"Denominator",97784
"6.4","Digital Health Follow Up","2019/20","Dec","2019-12","All","National","National",NA,"Percent",0.0151149472306308
"6.4","Digital Health FSA","2019/20","Jun","2020-06","All","National","National",NA,"Numerator",26753
"6.4","Digital Health FSA","2019/20","Jun","2020-06","All","National","National",NA,"Denominator",121068
"6.4","Digital Health FSA","2019/20","Jun","2020-06","All","National","National",NA,"Percent",0.220974989262233
"6.4","Digital Health Follow Up","2019/20","Jun","2020-06","All","National","National",NA,"Numerator",107967
"6.4","Digital Health Follow Up","2019/20","Jun","2020-06","All","National","National",NA,"Denominator",293109
"6.4","Digital Health Follow Up","2019/20","Jun","2020-06","All","National","National",NA,"Percent",0.36835102299827
"6.4","Digital Health FSA","2019/20","Mar","2020-03","All","National","National",NA,"Numerator",5106
"6.4","Digital Health FSA","2019/20","Mar","2020-03","All","National","National",NA,"Denominator",137640
"6.4","Digital Health FSA","2019/20","Mar","2020-03","All","National","National",NA,"Percent",0.0370967741935484
"6.4","Digital Health Follow Up","2019/20","Mar","2020-03","All","National","National",NA,"Numerator",18481
"6.4","Digital Health Follow Up","2019/20","Mar","2020-03","All","National","National",NA,"Denominator",306609
"6.4","Digital Health Follow Up","2019/20","Mar","2020-03","All","National","National",NA,"Percent",0.0602754648428454
"6.4","Digital Health FSA","2020/21","Dec","2020-12","All","National","National",NA,"Numerator",4085
"6.4","Digital Health FSA","2020/21","Dec","2020-12","All","National","National",NA,"Denominator",149244
"6.4","Digital Health FSA","2020/21","Dec","2020-12","All","National","National",NA,"Percent",0.0273712846077564
"6.4","Digital Health Follow Up","2020/21","Dec","2020-12","All","National","National",NA,"Numerator",28785
"6.4","Digital Health Follow Up","2020/21","Dec","2020-12","All","National","National",NA,"Denominator",344394
