"measure_number","measure","financial_year","quarter","year_month","ethnicity","district","region","age","measure_type","value"
"1.2.2","FCT 62 days","2018/19","Mar","2019-03","All","MidCentral","Central",NA,"Percent",0.918918918918919
"1.2.2","FCT 62 days","2018/19","Mar","2019-03","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.893333333333333
"1.2.2","FCT 62 days","2018/19","Mar","2019-03","All","Northland","Northern",NA,"Percent",0.784313725490196
"1.2.2","FCT 62 days","2018/19","Mar","2019-03","All","South Canterbury","Te Waipounamu",NA,"Percent",0.884615384615385
"1.2.2","FCT 62 days","2018/19","Mar","2019-03","All","Southern","Te Waipounamu",NA,"Percent",0.862745098039216
"1.2.2","FCT 62 days","2018/19","Mar","2019-03","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.9375
"1.2.2","FCT 62 days","2018/19","Mar","2019-03","All","Taranaki","Te Manawa Taki",NA,"Percent",0.823529411764706
"1.2.2","FCT 62 days","2018/19","Mar","2019-03","All","Waikato","Te Manawa Taki",NA,"Percent",0.805970149253731
"1.2.2","FCT 62 days","2018/19","Mar","2019-03","All","Wairarapa","Central",NA,"Percent",0.909090909090909
"1.2.2","FCT 62 days","2018/19","Mar","2019-03","All","Waitematā","Northern",NA,"Percent",0.827338129496403
"1.2.2","FCT 62 days","2018/19","Mar","2019-03","All","West Coast","Te Waipounamu",NA,"Percent",0.625
"1.2.2","FCT 62 days","2018/19","Mar","2019-03","All","Whanganui","Central",NA,"Percent",0.8125
"1.2.2","FCT 62 days","2018/19","Mar","2019-03","All","National","National",NA,"Percent",0.859209257473481
"1.2.2","FCT 62 days","2018/19","Jun","2019-06","All","Auckland","Northern",NA,"Percent",0.945945945945946
"1.2.2","FCT 62 days","2018/19","Jun","2019-06","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.867924528301887
"1.2.2","FCT 62 days","2018/19","Jun","2019-06","All","Canterbury","Te Waipounamu",NA,"Percent",0.982758620689655
"1.2.2","FCT 62 days","2018/19","Jun","2019-06","All","Capital & Coast","Central",NA,"Percent",0.892307692307692
"1.2.2","FCT 62 days","2018/19","Jun","2019-06","All","Counties Manukau","Northern",NA,"Percent",0.932692307692308
"1.2.2","FCT 62 days","2018/19","Jun","2019-06","All","Hawke's Bay","Central",NA,"Percent",0.72972972972973
"1.2.2","FCT 62 days","2018/19","Jun","2019-06","All","Hutt Valley","Central",NA,"Percent",0.944444444444444
"1.2.2","FCT 62 days","2018/19","Jun","2019-06","All","Lakes","Te Manawa Taki",NA,"Percent",0.761904761904762
"1.2.2","FCT 62 days","2018/19","Jun","2019-06","All","MidCentral","Central",NA,"Percent",1
"1.2.2","FCT 62 days","2018/19","Jun","2019-06","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.932432432432432
"1.2.2","FCT 62 days","2018/19","Jun","2019-06","All","Northland","Northern",NA,"Percent",0.569230769230769
"1.2.2","FCT 62 days","2018/19","Jun","2019-06","All","South Canterbury","Te Waipounamu",NA,"Percent",0.827586206896552
"1.2.2","FCT 62 days","2018/19","Jun","2019-06","All","Southern","Te Waipounamu",NA,"Percent",0.767857142857143
"1.2.2","FCT 62 days","2018/19","Jun","2019-06","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.8
"1.2.2","FCT 62 days","2018/19","Jun","2019-06","All","Taranaki","Te Manawa Taki",NA,"Percent",0.8125
"1.2.2","FCT 62 days","2018/19","Jun","2019-06","All","Waikato","Te Manawa Taki",NA,"Percent",0.902439024390244
"1.2.2","FCT 62 days","2018/19","Jun","2019-06","All","Wairarapa","Central",NA,"Percent",0.894736842105263
"1.2.2","FCT 62 days","2018/19","Jun","2019-06","All","Waitematā","Northern",NA,"Percent",0.831858407079646
"1.2.2","FCT 62 days","2018/19","Jun","2019-06","All","West Coast","Te Waipounamu",NA,"Percent",0.8
"1.2.2","FCT 62 days","2018/19","Jun","2019-06","All","Whanganui","Central",NA,"Percent",0.833333333333333
"1.2.2","FCT 62 days","2018/19","Jun","2019-06","All","National","National",NA,"Percent",0.866666666666667
"1.2.2","FCT 62 days","2019/20","Sep","2019-09","All","Auckland","Northern",NA,"Percent",0.957142857142857
"1.2.2","FCT 62 days","2019/20","Sep","2019-09","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.946428571428571
"1.2.2","FCT 62 days","2019/20","Sep","2019-09","All","Canterbury","Te Waipounamu",NA,"Percent",0.962732919254658
"1.2.2","FCT 62 days","2019/20","Sep","2019-09","All","Capital & Coast","Central",NA,"Percent",0.9
"1.2.2","FCT 62 days","2019/20","Sep","2019-09","All","Counties Manukau","Northern",NA,"Percent",0.863157894736842
"1.2.2","FCT 62 days","2019/20","Sep","2019-09","All","Hawke's Bay","Central",NA,"Percent",0.829268292682927
"1.2.2","FCT 62 days","2019/20","Sep","2019-09","All","Hutt Valley","Central",NA,"Percent",0.935483870967742
"1.2.2","FCT 62 days","2019/20","Sep","2019-09","All","Lakes","Te Manawa Taki",NA,"Percent",0.9
"1.2.2","FCT 62 days","2019/20","Sep","2019-09","All","MidCentral","Central",NA,"Percent",0.918918918918919
"1.2.2","FCT 62 days","2019/20","Sep","2019-09","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.894736842105263
"1.2.2","FCT 62 days","2019/20","Sep","2019-09","All","Northland","Northern",NA,"Percent",0.817073170731707
"1.2.2","FCT 62 days","2019/20","Sep","2019-09","All","South Canterbury","Te Waipounamu",NA,"Percent",0.666666666666667
"1.2.2","FCT 62 days","2019/20","Sep","2019-09","All","Southern","Te Waipounamu",NA,"Percent",0.87719298245614
"1.2.2","FCT 62 days","2019/20","Sep","2019-09","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.846153846153846
"1.2.2","FCT 62 days","2019/20","Sep","2019-09","All","Taranaki","Te Manawa Taki",NA,"Percent",0.863636363636364
"1.2.2","FCT 62 days","2019/20","Sep","2019-09","All","Waikato","Te Manawa Taki",NA,"Percent",0.905660377358491
"1.2.2","FCT 62 days","2019/20","Sep","2019-09","All","Wairarapa","Central",NA,"Percent",1
"1.2.2","FCT 62 days","2019/20","Sep","2019-09","All","Waitematā","Northern",NA,"Percent",0.951612903225806
"1.2.2","FCT 62 days","2019/20","Sep","2019-09","All","West Coast","Te Waipounamu",NA,"Percent",0.875
"1.2.2","FCT 62 days","2019/20","Sep","2019-09","All","Whanganui","Central",NA,"Percent",0.777777777777778
"1.2.2","FCT 62 days","2019/20","Sep","2019-09","All","National","National",NA,"Percent",0.903377110694184
"1.2.2","FCT 62 days","2019/20","Dec","2019-12","All","Auckland","Northern",NA,"Percent",0.966666666666667
"1.2.2","FCT 62 days","2019/20","Dec","2019-12","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.957446808510638
"1.2.2","FCT 62 days","2019/20","Dec","2019-12","All","Canterbury","Te Waipounamu",NA,"Percent",0.959302325581395
"1.2.2","FCT 62 days","2019/20","Dec","2019-12","All","Capital & Coast","Central",NA,"Percent",0.952380952380952
"1.2.2","FCT 62 days","2019/20","Dec","2019-12","All","Counties Manukau","Northern",NA,"Percent",0.838709677419355
"1.2.2","FCT 62 days","2019/20","Dec","2019-12","All","Hawke's Bay","Central",NA,"Percent",0.875
"1.2.2","FCT 62 days","2019/20","Dec","2019-12","All","Hutt Valley","Central",NA,"Percent",0.953488372093023
"1.2.2","FCT 62 days","2019/20","Dec","2019-12","All","Lakes","Te Manawa Taki",NA,"Percent",0.904761904761905
"1.2.2","FCT 62 days","2019/20","Dec","2019-12","All","MidCentral","Central",NA,"Percent",0.875
"1.2.2","FCT 62 days","2019/20","Dec","2019-12","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.924242424242424
"1.2.2","FCT 62 days","2019/20","Dec","2019-12","All","Northland","Northern",NA,"Percent",0.740740740740741
"1.2.2","FCT 62 days","2019/20","Dec","2019-12","All","South Canterbury","Te Waipounamu",NA,"Percent",0.785714285714286
"1.2.2","FCT 62 days","2019/20","Dec","2019-12","All","Southern","Te Waipounamu",NA,"Percent",0.82051282051282
"1.2.2","FCT 62 days","2019/20","Dec","2019-12","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.823529411764706
"1.2.2","FCT 62 days","2019/20","Dec","2019-12","All","Taranaki","Te Manawa Taki",NA,"Percent",0.681818181818182
"1.2.2","FCT 62 days","2019/20","Dec","2019-12","All","Waikato","Te Manawa Taki",NA,"Percent",0.878378378378378
"1.2.2","FCT 62 days","2019/20","Dec","2019-12","All","Wairarapa","Central",NA,"Percent",0.95
"1.2.2","FCT 62 days","2019/20","Dec","2019-12","All","Waitematā","Northern",NA,"Percent",0.89622641509434
"1.2.2","FCT 62 days","2019/20","Dec","2019-12","All","West Coast","Te Waipounamu",NA,"Percent",0.857142857142857
"1.2.2","FCT 62 days","2019/20","Dec","2019-12","All","Whanganui","Central",NA,"Percent",0.916666666666667
"1.2.2","FCT 62 days","2019/20","Dec","2019-12","All","National","National",NA,"Percent",0.886971527178602
"1.2.2","FCT 62 days","2019/20","Mar","2020-03","All","Auckland","Northern",NA,"Percent",0.925373134328358
"1.2.2","FCT 62 days","2019/20","Mar","2020-03","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.9375
"1.2.2","FCT 62 days","2019/20","Mar","2020-03","All","Canterbury","Te Waipounamu",NA,"Percent",0.96
"1.2.2","FCT 62 days","2019/20","Mar","2020-03","All","Capital & Coast","Central",NA,"Percent",0.910714285714286
"1.2.2","FCT 62 days","2019/20","Mar","2020-03","All","Counties Manukau","Northern",NA,"Percent",0.861538461538462
"1.2.2","FCT 62 days","2019/20","Mar","2020-03","All","Hawke's Bay","Central",NA,"Percent",0.709677419354839
"1.2.2","FCT 62 days","2019/20","Mar","2020-03","All","Hutt Valley","Central",NA,"Percent",0.882352941176471
"1.2.2","FCT 62 days","2019/20","Mar","2020-03","All","Lakes","Te Manawa Taki",NA,"Percent",0.954545454545455
"1.2.2","FCT 62 days","2019/20","Mar","2020-03","All","MidCentral","Central",NA,"Percent",0.931034482758621
"1.2.2","FCT 62 days","2019/20","Mar","2020-03","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.9
"1.2.2","FCT 62 days","2019/20","Mar","2020-03","All","Northland","Northern",NA,"Percent",0.625
"1.2.2","FCT 62 days","2019/20","Mar","2020-03","All","South Canterbury","Te Waipounamu",NA,"Percent",0.55
"1.2.2","FCT 62 days","2019/20","Mar","2020-03","All","Southern","Te Waipounamu",NA,"Percent",0.605042016806723
"1.2.2","FCT 62 days","2019/20","Mar","2020-03","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.952380952380952
"1.2.2","FCT 62 days","2019/20","Mar","2020-03","All","Taranaki","Te Manawa Taki",NA,"Percent",0.653061224489796
"1.2.2","FCT 62 days","2019/20","Mar","2020-03","All","Waikato","Te Manawa Taki",NA,"Percent",0.756410256410256
"1.2.2","FCT 62 days","2019/20","Mar","2020-03","All","Wairarapa","Central",NA,"Percent",0.888888888888889
"1.2.2","FCT 62 days","2019/20","Mar","2020-03","All","Waitematā","Northern",NA,"Percent",0.833333333333333
"1.2.2","FCT 62 days","2019/20","Mar","2020-03","All","West Coast","Te Waipounamu",NA,"Percent",0.666666666666667
"1.2.2","FCT 62 days","2019/20","Mar","2020-03","All","Whanganui","Central",NA,"Percent",1
"1.2.2","FCT 62 days","2019/20","Mar","2020-03","All","National","National",NA,"Percent",0.827615780445969
"1.2.2","FCT 62 days","2019/20","Jun","2020-06","All","Auckland","Northern",NA,"Percent",1
"1.2.2","FCT 62 days","2019/20","Jun","2020-06","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.978260869565217
"1.2.2","FCT 62 days","2019/20","Jun","2020-06","All","Canterbury","Te Waipounamu",NA,"Percent",0.95364238410596
"1.2.2","FCT 62 days","2019/20","Jun","2020-06","All","Capital & Coast","Central",NA,"Percent",0.909090909090909
"1.2.2","FCT 62 days","2019/20","Jun","2020-06","All","Counties Manukau","Northern",NA,"Percent",0.855670103092783
"1.2.2","FCT 62 days","2019/20","Jun","2020-06","All","Hawke's Bay","Central",NA,"Percent",0.818181818181818
"1.2.2","FCT 62 days","2019/20","Jun","2020-06","All","Hutt Valley","Central",NA,"Percent",0.828571428571429
"1.2.2","FCT 62 days","2019/20","Jun","2020-06","All","Lakes","Te Manawa Taki",NA,"Percent",1
"1.2.2","FCT 62 days","2019/20","Jun","2020-06","All","MidCentral","Central",NA,"Percent",0.947368421052632
"1.2.2","FCT 62 days","2019/20","Jun","2020-06","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.918918918918919
"1.2.2","FCT 62 days","2019/20","Jun","2020-06","All","Northland","Northern",NA,"Percent",0.654320987654321
"1.2.2","FCT 62 days","2019/20","Jun","2020-06","All","South Canterbury","Te Waipounamu",NA,"Percent",0.733333333333333
"1.2.2","FCT 62 days","2019/20","Jun","2020-06","All","Southern","Te Waipounamu",NA,"Percent",0.694117647058824
"1.2.2","FCT 62 days","2019/20","Jun","2020-06","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.933333333333333
"1.2.2","FCT 62 days","2019/20","Jun","2020-06","All","Taranaki","Te Manawa Taki",NA,"Percent",0.838709677419355
"1.2.2","FCT 62 days","2019/20","Jun","2020-06","All","Waikato","Te Manawa Taki",NA,"Percent",0.917808219178082
"1.2.2","FCT 62 days","2019/20","Jun","2020-06","All","Wairarapa","Central",NA,"Percent",0.961538461538462
"1.2.2","FCT 62 days","2019/20","Jun","2020-06","All","Waitematā","Northern",NA,"Percent",0.873684210526316
"1.2.2","FCT 62 days","2019/20","Jun","2020-06","All","West Coast","Te Waipounamu",NA,"Percent",0.875
"1.2.2","FCT 62 days","2019/20","Jun","2020-06","All","Whanganui","Central",NA,"Percent",0.91304347826087
"1.2.2","FCT 62 days","2019/20","Jun","2020-06","All","National","National",NA,"Percent",0.875598086124402
"1.2.2","FCT 62 days","2020/21","Sep","2020-09","All","Auckland","Northern",NA,"Percent",0.963414634146341
"1.2.2","FCT 62 days","2020/21","Sep","2020-09","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",1
"1.2.2","FCT 62 days","2020/21","Sep","2020-09","All","Canterbury","Te Waipounamu",NA,"Percent",0.971590909090909
"1.2.2","FCT 62 days","2020/21","Sep","2020-09","All","Capital & Coast","Central",NA,"Percent",0.875
"1.2.2","FCT 62 days","2020/21","Sep","2020-09","All","Counties Manukau","Northern",NA,"Percent",0.957446808510638
"1.2.2","FCT 62 days","2020/21","Sep","2020-09","All","Hawke's Bay","Central",NA,"Percent",0.891304347826087
"1.2.2","FCT 62 days","2020/21","Sep","2020-09","All","Hutt Valley","Central",NA,"Percent",0.953488372093023
"1.2.2","FCT 62 days","2020/21","Sep","2020-09","All","Lakes","Te Manawa Taki",NA,"Percent",0.954545454545455
"1.2.2","FCT 62 days","2020/21","Sep","2020-09","All","MidCentral","Central",NA,"Percent",1
"1.2.2","FCT 62 days","2020/21","Sep","2020-09","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.950617283950617
"1.2.2","FCT 62 days","2020/21","Sep","2020-09","All","Northland","Northern",NA,"Percent",0.747126436781609
"1.2.2","FCT 62 days","2020/21","Sep","2020-09","All","South Canterbury","Te Waipounamu",NA,"Percent",0.823529411764706
"1.2.2","FCT 62 days","2020/21","Sep","2020-09","All","Southern","Te Waipounamu",NA,"Percent",0.747368421052632
"1.2.2","FCT 62 days","2020/21","Sep","2020-09","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.769230769230769
"1.2.2","FCT 62 days","2020/21","Sep","2020-09","All","Taranaki","Te Manawa Taki",NA,"Percent",1
"1.2.2","FCT 62 days","2020/21","Sep","2020-09","All","Waikato","Te Manawa Taki",NA,"Percent",1
"1.2.2","FCT 62 days","2020/21","Sep","2020-09","All","Wairarapa","Central",NA,"Percent",0.88
"1.2.2","FCT 62 days","2020/21","Sep","2020-09","All","Waitematā","Northern",NA,"Percent",0.897810218978102
"1.2.2","FCT 62 days","2020/21","Sep","2020-09","All","West Coast","Te Waipounamu",NA,"Percent",0.833333333333333
"1.2.2","FCT 62 days","2020/21","Sep","2020-09","All","Whanganui","Central",NA,"Percent",0.954545454545455
"1.2.2","FCT 62 days","2020/21","Sep","2020-09","All","National","National",NA,"Percent",0.91271186440678
"1.2.2","FCT 62 days","2020/21","Dec","2020-12","All","Auckland","Northern",NA,"Percent",0.95959595959596
"1.2.2","FCT 62 days","2020/21","Dec","2020-12","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.9
"1.2.2","FCT 62 days","2020/21","Dec","2020-12","All","Canterbury","Te Waipounamu",NA,"Percent",0.951351351351351
"1.2.2","FCT 62 days","2020/21","Dec","2020-12","All","Capital & Coast","Central",NA,"Percent",0.910714285714286
"1.2.2","FCT 62 days","2020/21","Dec","2020-12","All","Counties Manukau","Northern",NA,"Percent",0.878787878787879
"1.2.2","FCT 62 days","2020/21","Dec","2020-12","All","Hawke's Bay","Central",NA,"Percent",0.864864864864865
"1.2.2","FCT 62 days","2020/21","Dec","2020-12","All","Hutt Valley","Central",NA,"Percent",0.901639344262295
"1.2.2","FCT 62 days","2020/21","Dec","2020-12","All","Lakes","Te Manawa Taki",NA,"Percent",1
"1.2.2","FCT 62 days","2020/21","Dec","2020-12","All","MidCentral","Central",NA,"Percent",0.789473684210526
"1.2.2","FCT 62 days","2020/21","Dec","2020-12","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.918918918918919
"1.2.2","FCT 62 days","2020/21","Dec","2020-12","All","Northland","Northern",NA,"Percent",0.736842105263158
"1.2.2","FCT 62 days","2020/21","Dec","2020-12","All","South Canterbury","Te Waipounamu",NA,"Percent",0.826086956521739
"1.2.2","FCT 62 days","2020/21","Dec","2020-12","All","Southern","Te Waipounamu",NA,"Percent",0.715789473684211
"1.2.2","FCT 62 days","2020/21","Dec","2020-12","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.826086956521739
"1.2.2","FCT 62 days","2020/21","Dec","2020-12","All","Taranaki","Te Manawa Taki",NA,"Percent",0.885245901639344
"1.2.2","FCT 62 days","2020/21","Dec","2020-12","All","Waikato","Te Manawa Taki",NA,"Percent",0.927710843373494
"1.2.2","FCT 62 days","2020/21","Dec","2020-12","All","Wairarapa","Central",NA,"Percent",0.833333333333333
"1.2.2","FCT 62 days","2020/21","Dec","2020-12","All","Waitematā","Northern",NA,"Percent",0.914728682170543
"1.2.2","FCT 62 days","2020/21","Dec","2020-12","All","West Coast","Te Waipounamu",NA,"Percent",0.875
"1.2.2","FCT 62 days","2020/21","Dec","2020-12","All","Whanganui","Central",NA,"Percent",0.909090909090909
"1.2.2","FCT 62 days","2020/21","Dec","2020-12","All","National","National",NA,"Percent",0.88359375
"1.2.2","FCT 62 days","2020/21","Mar","2021-03","All","Auckland","Northern",NA,"Percent",0.9125
"1.2.2","FCT 62 days","2020/21","Mar","2021-03","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.847826086956522
"1.2.2","FCT 62 days","2020/21","Mar","2021-03","All","Canterbury","Te Waipounamu",NA,"Percent",0.936305732484076
"1.2.2","FCT 62 days","2020/21","Mar","2021-03","All","Capital & Coast","Central",NA,"Percent",0.913793103448276
"1.2.2","FCT 62 days","2020/21","Mar","2021-03","All","Counties Manukau","Northern",NA,"Percent",0.879120879120879
"1.2.2","FCT 62 days","2020/21","Mar","2021-03","All","Hawke's Bay","Central",NA,"Percent",0.793103448275862
"1.2.2","FCT 62 days","2020/21","Mar","2021-03","All","Hutt Valley","Central",NA,"Percent",0.828571428571429
"1.2.2","FCT 62 days","2020/21","Mar","2021-03","All","Lakes","Te Manawa Taki",NA,"Percent",0.956521739130435
"1.2.2","FCT 62 days","2020/21","Mar","2021-03","All","MidCentral","Central",NA,"Percent",0.833333333333333
"1.2.2","FCT 62 days","2020/21","Mar","2021-03","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.843373493975904
"1.2.2","FCT 62 days","2020/21","Mar","2021-03","All","Northland","Northern",NA,"Percent",0.661971830985915
"1.2.2","FCT 62 days","2020/21","Mar","2021-03","All","South Canterbury","Te Waipounamu",NA,"Percent",0.875
"1.2.2","FCT 62 days","2020/21","Mar","2021-03","All","Southern","Te Waipounamu",NA,"Percent",0.579710144927536
"1.2.2","FCT 62 days","2020/21","Mar","2021-03","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.941176470588235
"1.2.2","FCT 62 days","2020/21","Mar","2021-03","All","Taranaki","Te Manawa Taki",NA,"Percent",0.689655172413793
"1.2.2","FCT 62 days","2020/21","Mar","2021-03","All","Waikato","Te Manawa Taki",NA,"Percent",0.780821917808219
"1.2.2","FCT 62 days","2020/21","Mar","2021-03","All","Wairarapa","Central",NA,"Percent",0.851851851851852
"1.2.2","FCT 62 days","2020/21","Mar","2021-03","All","Waitematā","Northern",NA,"Percent",0.873873873873874
"1.2.2","FCT 62 days","2020/21","Mar","2021-03","All","West Coast","Te Waipounamu",NA,"Percent",0.75
"1.2.2","FCT 62 days","2020/21","Mar","2021-03","All","Whanganui","Central",NA,"Percent",0.80952380952381
"1.2.2","FCT 62 days","2020/21","Mar","2021-03","All","National","National",NA,"Percent",0.832263978001833
"1.2.2","FCT 62 days","2020/21","Jun","2021-06","All","Auckland","Northern",NA,"Percent",0.9375
"1.2.2","FCT 62 days","2020/21","Jun","2021-06","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.956521739130435
"1.2.2","FCT 62 days","2020/21","Jun","2021-06","All","Canterbury","Te Waipounamu",NA,"Percent",0.9375
"1.2.2","FCT 62 days","2020/21","Jun","2021-06","All","Capital & Coast","Central",NA,"Percent",0.907894736842105
"1.2.2","FCT 62 days","2020/21","Jun","2021-06","All","Counties Manukau","Northern",NA,"Percent",0.875
"1.2.2","FCT 62 days","2020/21","Jun","2021-06","All","Hawke's Bay","Central",NA,"Percent",0.961538461538462
"1.2.2","FCT 62 days","2020/21","Jun","2021-06","All","Hutt Valley","Central",NA,"Percent",0.888888888888889
"1.2.2","FCT 62 days","2020/21","Jun","2021-06","All","Lakes","Te Manawa Taki",NA,"Percent",0.909090909090909
"1.2.2","FCT 62 days","2020/21","Jun","2021-06","All","MidCentral","Central",NA,"Percent",0.952380952380952
"1.2.2","FCT 62 days","2020/21","Jun","2021-06","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.828571428571429
"1.2.2","FCT 62 days","2020/21","Jun","2021-06","All","Northland","Northern",NA,"Percent",0.619047619047619
"1.2.2","FCT 62 days","2020/21","Jun","2021-06","All","South Canterbury","Te Waipounamu",NA,"Percent",0.952380952380952
"1.2.2","FCT 62 days","2020/21","Jun","2021-06","All","Southern","Te Waipounamu",NA,"Percent",0.811320754716981
"1.2.2","FCT 62 days","2020/21","Jun","2021-06","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.95
"1.2.2","FCT 62 days","2020/21","Jun","2021-06","All","Taranaki","Te Manawa Taki",NA,"Percent",0.787234042553192
"1.2.2","FCT 62 days","2020/21","Jun","2021-06","All","Waikato","Te Manawa Taki",NA,"Percent",0.712328767123288
"1.2.2","FCT 62 days","2020/21","Jun","2021-06","All","Wairarapa","Central",NA,"Percent",0.91304347826087
"1.2.2","FCT 62 days","2020/21","Jun","2021-06","All","Waitematā","Northern",NA,"Percent",0.919117647058823
"1.2.2","FCT 62 days","2020/21","Jun","2021-06","All","West Coast","Te Waipounamu",NA,"Percent",1
"1.2.2","FCT 62 days","2020/21","Jun","2021-06","All","Whanganui","Central",NA,"Percent",0.944444444444444
"1.2.2","FCT 62 days","2020/21","Jun","2021-06","All","National","National",NA,"Percent",0.87038703870387
"1.2.2","FCT 62 days","2021/22","Sep","2021-09","All","Auckland","Northern",NA,"Percent",0.961038961038961
"1.2.2","FCT 62 days","2021/22","Sep","2021-09","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",0.979166666666667
"1.2.2","FCT 62 days","2021/22","Sep","2021-09","All","Canterbury","Te Waipounamu",NA,"Percent",0.932515337423313
"1.2.2","FCT 62 days","2021/22","Sep","2021-09","All","Capital & Coast","Central",NA,"Percent",0.853932584269663
"1.2.2","FCT 62 days","2021/22","Sep","2021-09","All","Counties Manukau","Northern",NA,"Percent",0.742268041237113
"1.2.2","FCT 62 days","2021/22","Sep","2021-09","All","Hawke's Bay","Central",NA,"Percent",0.95
"1.2.2","FCT 62 days","2021/22","Sep","2021-09","All","Hutt Valley","Central",NA,"Percent",0.8
"1.2.2","FCT 62 days","2021/22","Sep","2021-09","All","Lakes","Te Manawa Taki",NA,"Percent",0.91304347826087
"1.2.2","FCT 62 days","2021/22","Sep","2021-09","All","MidCentral","Central",NA,"Percent",0.96551724137931
"1.2.2","FCT 62 days","2021/22","Sep","2021-09","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.833333333333333
"1.2.2","FCT 62 days","2021/22","Sep","2021-09","All","Northland","Northern",NA,"Percent",0.793650793650794
"1.2.2","FCT 62 days","2021/22","Sep","2021-09","All","South Canterbury","Te Waipounamu",NA,"Percent",0.789473684210526
"1.2.2","FCT 62 days","2021/22","Sep","2021-09","All","Southern","Te Waipounamu",NA,"Percent",0.803030303030303
"1.2.2","FCT 62 days","2021/22","Sep","2021-09","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.769230769230769
"1.2.2","FCT 62 days","2021/22","Sep","2021-09","All","Taranaki","Te Manawa Taki",NA,"Percent",0.76
"1.2.2","FCT 62 days","2021/22","Sep","2021-09","All","Waikato","Te Manawa Taki",NA,"Percent",0.591549295774648
"1.2.2","FCT 62 days","2021/22","Sep","2021-09","All","Wairarapa","Central",NA,"Percent",1
"1.2.2","FCT 62 days","2021/22","Sep","2021-09","All","Waitematā","Northern",NA,"Percent",0.894736842105263
"1.2.2","FCT 62 days","2021/22","Sep","2021-09","All","West Coast","Te Waipounamu",NA,"Percent",0.875
"1.2.2","FCT 62 days","2021/22","Sep","2021-09","All","Whanganui","Central",NA,"Percent",0.818181818181818
"1.2.2","FCT 62 days","2021/22","Sep","2021-09","All","National","National",NA,"Percent",0.848458149779736
"1.2.2","FCT 62 days","2021/22","Dec","2021-12","All","Auckland","Northern",NA,"Percent",0.95
"1.2.2","FCT 62 days","2021/22","Dec","2021-12","All","Bay of Plenty","Te Manawa Taki",NA,"Percent",1
"1.2.2","FCT 62 days","2021/22","Dec","2021-12","All","Canterbury","Te Waipounamu",NA,"Percent",0.925133689839572
"1.2.2","FCT 62 days","2021/22","Dec","2021-12","All","Capital & Coast","Central",NA,"Percent",0.883116883116883
"1.2.2","FCT 62 days","2021/22","Dec","2021-12","All","Counties Manukau","Northern",NA,"Percent",0.835051546391753
"1.2.2","FCT 62 days","2021/22","Dec","2021-12","All","Hawke's Bay","Central",NA,"Percent",0.75
"1.2.2","FCT 62 days","2021/22","Dec","2021-12","All","Hutt Valley","Central",NA,"Percent",0.868421052631579
"1.2.2","FCT 62 days","2021/22","Dec","2021-12","All","Lakes","Te Manawa Taki",NA,"Percent",0.947368421052632
"1.2.2","FCT 62 days","2021/22","Dec","2021-12","All","MidCentral","Central",NA,"Percent",0.947368421052632
"1.2.2","FCT 62 days","2021/22","Dec","2021-12","All","Nelson Marlborough","Te Waipounamu",NA,"Percent",0.944444444444444
"1.2.2","FCT 62 days","2021/22","Dec","2021-12","All","Northland","Northern",NA,"Percent",0.909090909090909
"1.2.2","FCT 62 days","2021/22","Dec","2021-12","All","South Canterbury","Te Waipounamu",NA,"Percent",0.692307692307692
"1.2.2","FCT 62 days","2021/22","Dec","2021-12","All","Southern","Te Waipounamu",NA,"Percent",0.804878048780488
"1.2.2","FCT 62 days","2021/22","Dec","2021-12","All","Tairāwhiti","Te Manawa Taki",NA,"Percent",0.91304347826087
