"measure_number","measure","financial_year","quarter","year_month","ethnicity","district","region","measure_type","value"
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","South Canterbury","Te Waipounamu","Percent",49.042145593869726
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Southern","Te Waipounamu","Numerator",651
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Southern","Te Waipounamu","Denominator",1062
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Southern","Te Waipounamu","Percent",61.29943502824858
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Tairāwhiti","Te Manawa Taki","Numerator",32
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Tairāwhiti","Te Manawa Taki","Denominator",43
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Tairāwhiti","Te Manawa Taki","Percent",74.4186046511628
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Taranaki","Te Manawa Taki","Numerator",284
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Taranaki","Te Manawa Taki","Denominator",419
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Taranaki","Te Manawa Taki","Percent",67.78042959427208
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Waikato","Te Manawa Taki","Numerator",648
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Waikato","Te Manawa Taki","Denominator",995
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Waikato","Te Manawa Taki","Percent",65.12562814070351
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Wairarapa","Central","Numerator",113
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Wairarapa","Central","Denominator",187
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Wairarapa","Central","Percent",60.42780748663101
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Waitematā","Northern","Numerator",1188
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Waitematā","Northern","Denominator",2717
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Waitematā","Northern","Percent",43.7246963562753
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","West Coast","Te Waipounamu","Numerator",173
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","West Coast","Te Waipounamu","Denominator",264
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","West Coast","Te Waipounamu","Percent",65.53030303030303
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Whanganui","Central","Numerator",314
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Whanganui","Central","Denominator",358
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","All","Whanganui","Central","Percent",87.70949720670392
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","Māori","National","National","Numerator",3833
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","Māori","National","National","Denominator",5215
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","Māori","National","National","Percent",73.49952061361458
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","Pacific","National","National","Numerator",902
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","Pacific","National","National","Denominator",1154
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Dec","2023-12","Pacific","National","National","Percent",78.16291161178509
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Auckland","Northern","Numerator",1894
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Auckland","Northern","Denominator",2400
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Auckland","Northern","Percent",78.91666666666667
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Bay of Plenty","Te Manawa Taki","Numerator",620
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Bay of Plenty","Te Manawa Taki","Denominator",917
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Bay of Plenty","Te Manawa Taki","Percent",67.61177753544165
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Canterbury","Te Waipounamu","Numerator",1369
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Canterbury","Te Waipounamu","Denominator",1718
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Canterbury","Te Waipounamu","Percent",79.68568102444704
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Capital & Coast","Central","Numerator",675
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Capital & Coast","Central","Denominator",1187
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Capital & Coast","Central","Percent",56.86604886267902
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Counties Manukau","Northern","Numerator",1284
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Counties Manukau","Northern","Denominator",1819
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Counties Manukau","Northern","Percent",70.58823529411765
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Hawke's Bay","Central","Numerator",787
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Hawke's Bay","Central","Denominator",830
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Hawke's Bay","Central","Percent",94.81927710843372
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Hutt Valley","Central","Numerator",359
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Hutt Valley","Central","Denominator",699
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Hutt Valley","Central","Percent",51.359084406294706
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Lakes","Te Manawa Taki","Numerator",229
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Lakes","Te Manawa Taki","Denominator",397
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Lakes","Te Manawa Taki","Percent",57.68261964735516
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","MidCentral","Central","Numerator",609
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","MidCentral","Central","Denominator",788
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","MidCentral","Central","Percent",77.28426395939087
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","National","National","Numerator",12061
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","National","National","Denominator",18069
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","National","National","Percent",66.74968177541646
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Nelson Marlborough","Te Waipounamu","Numerator",232
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Nelson Marlborough","Te Waipounamu","Denominator",479
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Nelson Marlborough","Te Waipounamu","Percent",48.43423799582464
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Northland","Northern","Numerator",419
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Northland","Northern","Denominator",646
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Northland","Northern","Percent",64.86068111455108
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","South Canterbury","Te Waipounamu","Numerator",118
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","South Canterbury","Te Waipounamu","Denominator",260
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","South Canterbury","Te Waipounamu","Percent",45.38461538461539
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Southern","Te Waipounamu","Numerator",599
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Southern","Te Waipounamu","Denominator",976
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Southern","Te Waipounamu","Percent",61.372950819672134
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Tairāwhiti","Te Manawa Taki","Numerator",28
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Tairāwhiti","Te Manawa Taki","Denominator",44
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Tairāwhiti","Te Manawa Taki","Percent",63.63636363636363
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Taranaki","Te Manawa Taki","Numerator",272
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Taranaki","Te Manawa Taki","Denominator",401
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Taranaki","Te Manawa Taki","Percent",67.83042394014963
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Waikato","Te Manawa Taki","Numerator",774
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Waikato","Te Manawa Taki","Denominator",1060
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Waikato","Te Manawa Taki","Percent",73.0188679245283
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Wairarapa","Central","Numerator",123
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Wairarapa","Central","Denominator",210
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Wairarapa","Central","Percent",58.57142857142858
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Waitematā","Northern","Numerator",1207
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Waitematā","Northern","Denominator",2650
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Waitematā","Northern","Percent",45.54716981132076
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","West Coast","Te Waipounamu","Numerator",160
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","West Coast","Te Waipounamu","Denominator",244
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","West Coast","Te Waipounamu","Percent",65.57377049180327
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Whanganui","Central","Numerator",303
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Whanganui","Central","Denominator",344
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","All","Whanganui","Central","Percent",88.0813953488372
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","Māori","National","National","Numerator",3849
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","Māori","National","National","Denominator",5274
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","Māori","National","National","Percent",72.9806598407281
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","Pacific","National","National","Numerator",893
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","Pacific","National","National","Denominator",1145
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Mar","2024-03","Pacific","National","National","Percent",77.99126637554585
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Auckland","Northern","Numerator",1915
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Auckland","Northern","Denominator",2404
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Auckland","Northern","Percent",79.65890183028286
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Bay of Plenty","Te Manawa Taki","Numerator",641
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Bay of Plenty","Te Manawa Taki","Denominator",945
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Bay of Plenty","Te Manawa Taki","Percent",67.83068783068784
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Canterbury","Te Waipounamu","Numerator",1140
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Canterbury","Te Waipounamu","Denominator",1523
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Canterbury","Te Waipounamu","Percent",74.85226526592253
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Capital & Coast","Central","Numerator",612
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Capital & Coast","Central","Denominator",1117
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Capital & Coast","Central","Percent",54.78961504028648
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Counties Manukau","Northern","Numerator",1317
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Counties Manukau","Northern","Denominator",1818
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Counties Manukau","Northern","Percent",72.44224422442245
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Hawke's Bay","Central","Numerator",688
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Hawke's Bay","Central","Denominator",736
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Hawke's Bay","Central","Percent",93.47826086956522
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Hutt Valley","Central","Numerator",303
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Hutt Valley","Central","Denominator",685
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Hutt Valley","Central","Percent",44.23357664233576
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Lakes","Te Manawa Taki","Numerator",257
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Lakes","Te Manawa Taki","Denominator",425
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Lakes","Te Manawa Taki","Percent",60.47058823529412
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","MidCentral","Central","Numerator",664
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","MidCentral","Central","Denominator",808
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","MidCentral","Central","Percent",82.17821782178217
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","National","National","Numerator",11861
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","National","National","Denominator",17784
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","National","National","Percent",66.69478182636077
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Nelson Marlborough","Te Waipounamu","Numerator",232
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Nelson Marlborough","Te Waipounamu","Denominator",497
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Nelson Marlborough","Te Waipounamu","Percent",46.68008048289739
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Northland","Northern","Numerator",413
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Northland","Northern","Denominator",633
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Northland","Northern","Percent",65.24486571879937
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","South Canterbury","Te Waipounamu","Numerator",125
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","South Canterbury","Te Waipounamu","Denominator",261
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","South Canterbury","Te Waipounamu","Percent",47.89272030651341
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Southern","Te Waipounamu","Numerator",549
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Southern","Te Waipounamu","Denominator",905
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Southern","Te Waipounamu","Percent",60.66298342541436
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Tairāwhiti","Te Manawa Taki","Numerator",37
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Tairāwhiti","Te Manawa Taki","Denominator",59
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Tairāwhiti","Te Manawa Taki","Percent",62.71186440677966
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Taranaki","Te Manawa Taki","Numerator",278
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Taranaki","Te Manawa Taki","Denominator",394
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Taranaki","Te Manawa Taki","Percent",70.55837563451777
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Waikato","Te Manawa Taki","Numerator",773
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Waikato","Te Manawa Taki","Denominator",1102
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Waikato","Te Manawa Taki","Percent",70.14519056261344
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Wairarapa","Central","Numerator",132
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Wairarapa","Central","Denominator",204
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Wairarapa","Central","Percent",64.70588235294117
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Waitematā","Northern","Numerator",1345
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Waitematā","Northern","Denominator",2682
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Waitematā","Northern","Percent",50.14914243102162
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","West Coast","Te Waipounamu","Numerator",151
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","West Coast","Te Waipounamu","Denominator",252
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","West Coast","Te Waipounamu","Percent",59.92063492063492
"1.3.5","Under 25 MH 3 weeks wait","2023/24","Jun","2024-06","All","Whanganui","Central","Numerator",289
